state_abbr,state_fips,county_name,is_metro,county_code,pop2023,fmr_0,fmr_1,fmr_2,fmr_3,fmr_4
NE,31,Deuel,0,049,1858,666.00,732.00,961.00,1279.00,1284.00
SD,46,Deuel,0,039,4298,641.00,708.00,929.00,1292.00,1438.00
OK,40,Dewey,0,043,4504,718.00,728.00,955.00,1319.00,1493.00
SD,46,Dewey,0,041,5275,641.00,832.00,929.00,1207.00,1230.00
TX,48,DeWitt,0,123,19826,887.00,912.00,1141.00,1368.00,1679.00
TX,48,Dickens,0,125,1570,756.00,778.00,973.00,1167.00,1432.00
VA,51,Dickenson,0,051,14089,745.00,749.00,914.00,1096.00,1346.00
ND,38,Dickey,0,021,5003,725.00,730.00,873.00,1214.00,1464.00
IA,19,Dickinson,0,059,17692,826.00,831.00,1091.00,1314.00,1445.00
KS,20,Dickinson,0,041,18492,665.00,669.00,878.00,1153.00,1162.00
MI,26,Dickinson,0,043,25937,689.00,841.00,973.00,1182.00,1632.00
TN,47,Dickson,1,043,54563,1507.00,1578.00,1730.00,2211.00,2696.00
AK,02,Dillingham Census Area,0,070,4854,894.00,1138.00,1247.00,1734.00,2054.00
SC,45,Dillon,0,033,28255,758.00,762.00,902.00,1235.00,1513.00
TX,48,Dimmit,0,127,8672,756.00,888.00,973.00,1353.00,1432.00
VA,51,Dinwiddie,1,053,28057,1442.00,1507.00,1655.00,2072.00,2553.00
DC,11,District of Columbia,1,001,670587,1953.00,2015.00,2246.00,2835.00,3332.00
ND,38,Divide,0,023,2195,1225.00,1233.00,1534.00,1839.00,2573.00
FL,12,Dixie,0,029,16737,875.00,881.00,1156.00,1525.00,1531.00
NE,31,Dixon,0,051,5579,666.00,862.00,961.00,1337.00,1382.00
WV,54,Doddridge,0,017,7847,712.00,754.00,928.00,1207.00,1257.00
GA,13,Dodge,0,091,19977,737.00,742.00,973.00,1167.00,1288.00
MN,27,Dodge,1,039,20893,1112.00,1189.00,1407.00,1957.00,2360.00
NE,31,Dodge,0,053,37175,784.00,861.00,1130.00,1355.00,1496.00
WI,55,Dodge,0,027,89032,745.00,873.00,1080.00,1454.00,1485.00
CO,08,Dolores,0,033,2329,855.00,1017.00,1115.00,1423.00,1748.00
NM,35,Dona Ana,1,013,219870,744.00,951.00,1042.00,1449.00,1580.00
KS,20,Doniphan,1,043,7501,774.00,832.00,1077.00,1363.00,1566.00
TX,48,Donley,0,129,3298,756.00,778.00,973.00,1178.00,1376.00
GA,13,Dooly,0,093,11236,765.00,770.00,973.00,1283.00,1288.00
WI,55,Door,0,029,30038,810.00,870.00,1141.00,1386.00,1511.00
PR,72,Dorado Municipio,1,051,35786,559.00,572.00,663.00,868.00,1046.00
MD,24,Dorchester,0,019,32557,947.00,952.00,1144.00,1591.00,1919.00
SC,45,Dorchester,1,035,162139,1557.00,1630.00,1787.00,2222.00,2562.00
GA,13,Dougherty,1,095,85038,966.00,1006.00,1129.00,1534.00,1858.00
CO,08,Douglas,1,035,360206,1643.00,1754.00,2089.00,2734.00,3049.00
GA,13,Douglas,1,097,144735,1585.00,1660.00,1820.00,2182.00,2605.00
IL,17,Douglas,0,041,19714,681.00,836.00,916.00,1240.00,1271.00
KS,20,Douglas,1,045,119094,895.00,1006.00,1182.00,1644.00,1983.00
MN,27,Douglas,0,041,39081,737.00,772.00,991.00,1378.00,1441.00
MO,29,Douglas,0,067,11803,660.00,677.00,888.00,1065.00,1320.00
NE,31,Douglas,1,055,582638,1090.00,1148.00,1368.00,1813.00,2046.00
NV,32,Douglas,0,005,49476,1107.00,1291.00,1605.00,2232.00,2692.00
OR,41,Douglas,0,019,111322,876.00,969.00,1271.00,1768.00,2132.00
SD,46,Douglas,0,043,2823,654.00,722.00,948.00,1206.00,1468.00
WA,53,Douglas,1,017,43189,1034.00,1143.00,1500.00,2063.00,2516.00
WI,55,Douglas,1,031,44092,849.00,978.00,1232.00,1689.00,2067.00
AR,05,Drew,0,043,17309,664.00,706.00,927.00,1224.00,1227.00
IN,18,Dubois,0,037,43584,685.00,729.00,956.00,1328.00,1604.00
IA,19,Dubuque,1,061,98812,774.00,841.00,1077.00,1450.00,1807.00
UT,49,Duchesne,0,013,19779,825.00,940.00,1129.00,1481.00,1571.00
MA,25,Dukes,0,007,667,1623.00,1633.00,2143.00,2980.00,3164.00
NE,31,Dundy,0,057,1825,666.00,746.00,961.00,1187.00,1284.00
MO,29,Dunklin,0,069,28174,660.00,677.00,888.00,1228.00,1416.00
ND,38,Dunn,0,025,4049,749.00,754.00,938.00,1125.00,1574.00
WI,55,Dunn,0,033,45221,781.00,787.00,1024.00,1363.00,1718.00
IL,17,DuPage,1,043,930559,1480.00,1581.00,1781.00,2294.00,2653.00
NC,37,Duplin,0,061,49312,742.00,747.00,980.00,1175.00,1377.00
NC,37,Durham,1,063,325101,1417.00,1507.00,1711.00,2117.00,2527.00
NY,36,Dutchess,1,027,296467,1364.00,1549.00,1979.00,2511.00,2694.00
FL,12,Duval,1,031,995708,1355.00,1382.00,1658.00,2043.00,2561.00
TX,48,Duval,0,131,9960,789.00,811.00,1015.00,1321.00,1493.00
TN,47,Dyer,0,045,36818,724.00,778.00,925.00,1220.00,1225.00
CO,08,Eagle,0,037,55650,1640.00,1813.00,2379.00,2852.00,3688.00
GA,13,Early,0,099,10753,782.00,888.00,973.00,1238.00,1340.00
LA,22,East Baton Rouge Parish,1,033,454369,1032.00,1064.00,1204.00,1511.00,1943.00
LA,22,East Carroll Parish,0,035,7371,601.00,647.00,834.00,1139.00,1249.00
LA,22,East Feliciana Parish,1,037,19452,1032.00,1064.00,1204.00,1511.00,1943.00
TX,48,Eastland,0,133,17812,756.00,862.00,973.00,1353.00,1632.00
MI,26,Eaton,1,045,109072,973.00,1012.00,1268.00,1627.00,1679.00
WI,55,Eau Claire,1,035,105697,932.00,962.00,1181.00,1582.00,1588.00
GA,13,Echols,1,101,3707,915.00,921.00,1192.00,1583.00,1915.00
TX,48,Ector,1,135,162300,1245.00,1269.00,1595.00,1912.00,2213.00
NM,35,Eddy,0,015,61264,1035.00,1084.00,1188.00,1619.00,1625.00
ND,38,Eddy,0,027,2345,661.00,665.00,873.00,1214.00,1464.00
IL,17,Edgar,0,045,16852,632.00,768.00,916.00,1226.00,1405.00
NC,37,Edgecombe,1,065,49067,913.00,918.00,1143.00,1550.00,1812.00
SC,45,Edgefield,1,037,26181,939.00,1114.00,1261.00,1627.00,1984.00
KY,21,Edmonson,1,061,12179,889.00,985.00,1153.00,1384.00,1806.00
SD,46,Edmunds,0,045,4014,641.00,708.00,929.00,1246.00,1250.00
IL,17,Edwards,0,047,6182,632.00,698.00,916.00,1098.00,1213.00
KS,20,Edwards,0,047,2849,643.00,668.00,877.00,1134.00,1348.00
TX,48,Edwards,0,137,1380,789.00,811.00,1015.00,1321.00,1493.00
GA,13,Effingham,1,103,65314,1455.00,1533.00,1680.00,2235.00,2547.00
IL,17,Effingham,0,049,34594,745.00,754.00,916.00,1208.00,1385.00
CA,06,El Dorado,1,017,191713,1748.00,1832.00,2255.00,3002.00,3460.00
CO,08,El Paso,1,041,730323,1196.00,1464.00,1735.00,2413.00,2744.00
TX,48,El Paso,1,141,863832,821.00,1013.00,1191.00,1633.00,1998.00
CO,08,Elbert,1,039,26457,1643.00,1754.00,2089.00,2734.00,3049.00
GA,13,Elbert,0,105,19570,831.00,836.00,1074.00,1288.00,1422.00
KS,20,Elk,0,049,2453,643.00,668.00,877.00,1132.00,1276.00
PA,42,Elk,0,047,30886,708.00,825.00,973.00,1283.00,1288.00
IN,18,Elkhart,1,039,206841,968.00,992.00,1183.00,1553.00,1581.00
NV,32,Elko,0,007,53600,1055.00,1166.00,1530.00,1933.00,2567.00
KY,21,Elliott,0,063,7378,619.00,683.00,866.00,1081.00,1209.00
KS,20,Ellis,0,051,28921,649.00,717.00,941.00,1288.00,1579.00
OK,40,Ellis,0,045,3755,705.00,855.00,937.00,1173.00,1343.00
TX,48,Ellis,1,139,195509,1582.00,1648.00,1931.00,2431.00,3091.00
KS,20,Ellsworth,0,053,6374,643.00,708.00,877.00,1052.00,1285.00
AL,01,Elmore,1,051,87694,860.00,870.00,1016.00,1304.00,1537.00
ID,16,Elmore,0,039,28752,902.00,908.00,1192.00,1658.00,2000.00
GA,13,Emanuel,0,107,22907,828.00,888.00,973.00,1239.00,1632.00
UT,49,Emery,0,015,9898,711.00,888.00,973.00,1310.00,1632.00
IA,19,Emmet,0,063,9349,682.00,771.00,919.00,1222.00,1227.00
MI,26,Emmet,0,047,34072,863.00,941.00,1235.00,1481.00,1635.00
ND,38,Emmons,0,029,3297,679.00,683.00,873.00,1047.00,1464.00
VA,51,Emporia city,0,595,5680,764.00,769.00,1001.00,1392.00,1679.00
TX,48,Erath,0,143,42788,893.00,899.00,1179.00,1640.00,1913.00
NY,36,Erie,1,029,951232,1105.00,1139.00,1343.00,1640.00,1869.00
OH,39,Erie,1,043,75299,854.00,886.00,1106.00,1384.00,1557.00
PA,42,Erie,1,049,270495,836.00,945.00,1212.00,1499.00,1683.00
AL,01,Escambia,0,053,36755,576.00,675.00,776.00,972.00,1203.00
FL,12,Escambia,1,033,321296,1112.00,1257.00,1471.00,1952.00,2380.00
NV,32,Esmeralda,0,009,980,1072.00,1122.00,1472.00,2062.00,2472.00
MA,25,Essex,1,009,17277,2359.00,2476.00,2941.00,3526.00,3894.00
NJ,34,Essex,1,013,853374,1612.00,1822.00,2205.00,2761.00,3137.00
NY,36,Essex,0,031,37314,891.00,903.00,1185.00,1455.00,1645.00
VT,50,Essex,0,009,0,780.00,919.00,1007.00,1400.00,1640.00
VA,51,Essex,0,057,10602,907.00,912.00,1113.00,1341.00,1556.00
KY,21,Estill,0,065,14138,619.00,790.00,866.00,1120.00,1259.00
AL,01,Etowah,1,055,103348,639.00,792.00,927.00,1124.00,1304.00
NV,32,Eureka,0,011,1622,1055.00,1062.00,1393.00,1937.00,2337.00
LA,22,Evangeline Parish,0,039,32335,601.00,667.00,834.00,1085.00,1104.00
GA,13,Evans,0,109,10759,737.00,742.00,973.00,1167.00,1288.00
AK,02,Fairbanks North Star Borough,1,090,96299,1156.00,1277.00,1676.00,2331.00,2812.00
VA,51,Fairfax city,1,600,24242,1953.00,2015.00,2246.00,2835.00,3332.00
VA,51,Fairfax,1,059,1145354,1953.00,2015.00,2246.00,2835.00,3332.00
OH,39,Fairfield,1,045,159371,1111.00,1194.00,1430.00,1715.00,1927.00
SC,45,Fairfield,1,039,20942,1032.00,1164.00,1276.00,1623.00,1911.00
PR,72,Fajardo Municipio,1,053,31984,487.00,490.00,600.00,736.00,799.00
SD,46,Fall River,0,047,7079,794.00,878.00,1152.00,1381.00,1783.00
MT,30,Fallon,0,025,2941,1050.00,1093.00,1401.00,1936.00,2265.00
VA,51,Falls Church city,1,610,14576,1953.00,2015.00,2246.00,2835.00,3332.00
TX,48,Falls,1,145,17013,671.00,742.00,973.00,1353.00,1632.00
GA,13,Fannin,0,111,25436,737.00,742.00,973.00,1323.00,1328.00
TX,48,Fannin,0,147,36052,679.00,751.00,985.00,1370.00,1652.00
MN,27,Faribault,0,043,13931,671.00,790.00,973.00,1312.00,1317.00
SD,46,Faulk,0,049,2140,655.00,724.00,950.00,1209.00,1471.00
AR,05,Faulkner,1,045,124611,984.00,989.00,1147.00,1540.00,1822.00
VA,51,Fauquier,1,061,73290,1953.00,2015.00,2246.00,2835.00,3332.00
AL,01,Fayette,0,057,16297,576.00,671.00,776.00,1079.00,1157.00
GA,13,Fayette,1,113,119259,1585.00,1660.00,1820.00,2182.00,2605.00
IL,17,Fayette,0,051,21464,722.00,750.00,916.00,1183.00,1293.00
IN,18,Fayette,0,041,23391,659.00,754.00,956.00,1184.00,1266.00
IA,19,Fayette,0,065,19519,682.00,723.00,919.00,1210.00,1439.00
KY,21,Fayette,1,067,321276,883.00,1079.00,1272.00,1743.00,1940.00
OH,39,Fayette,0,047,28901,750.00,836.00,992.00,1273.00,1415.00
PA,42,Fayette,1,051,128417,1001.00,1077.00,1299.00,1661.00,1789.00
TN,47,Fayette,1,047,42228,1060.00,1154.00,1274.00,1683.00,1959.00
TX,48,Fayette,0,149,24564,771.00,882.00,1019.00,1388.00,1597.00
WV,54,Fayette,1,019,40545,631.00,697.00,915.00,1195.00,1535.00
TN,47,Fentress,0,049,18642,700.00,705.00,925.00,1204.00,1290.00
MT,30,Fergus,0,027,11496,1084.00,1102.00,1446.00,1991.00,2338.00
WA,53,Ferry,0,019,7260,683.00,742.00,973.00,1353.00,1632.00
MN,27,Fillmore,1,045,21251,774.00,779.00,1022.00,1370.00,1375.00
NE,31,Fillmore,0,059,5557,666.00,877.00,961.00,1279.00,1284.00
KS,20,Finney,0,055,38187,788.00,793.00,1041.00,1435.00,1705.00
TX,48,Fisher,0,151,3680,751.00,755.00,973.00,1167.00,1432.00
FL,12,Flagler,1,035,117515,1278.00,1433.00,1806.00,2468.00,2797.00
MT,30,Flathead,0,029,105950,1267.00,1289.00,1691.00,2224.00,2837.00
KY,21,Fleming,0,069,15111,619.00,703.00,866.00,1142.00,1147.00
SC,45,Florence,1,041,137015,948.00,953.00,1117.00,1434.00,1588.00
WI,55,Florence,0,037,4574,715.00,767.00,1007.00,1241.00,1384.00
PR,72,Florida Municipio,1,054,11641,559.00,572.00,663.00,868.00,1046.00
GA,13,Floyd,1,115,98541,822.00,923.00,1192.00,1541.00,1626.00
IN,18,Floyd,1,043,80191,966.00,1047.00,1272.00,1625.00,1891.00
IA,19,Floyd,0,067,15601,682.00,700.00,919.00,1192.00,1217.00
KY,21,Floyd,0,071,35780,646.00,689.00,904.00,1109.00,1212.00
TX,48,Floyd,0,153,5386,737.00,742.00,973.00,1167.00,1432.00
VA,51,Floyd,1,063,15532,830.00,834.00,1094.00,1312.00,1448.00
VA,51,Fluvanna,1,065,27442,1421.00,1602.00,1824.00,2218.00,2731.00
TX,48,Foard,0,155,1075,745.00,750.00,973.00,1266.00,1432.00
WI,55,Fond du Lac,1,039,104027,811.00,946.00,1176.00,1522.00,1665.00
IL,17,Ford,1,053,13484,694.00,698.00,916.00,1274.00,1300.00
KS,20,Ford,0,057,34212,668.00,739.00,969.00,1256.00,1384.00
PA,42,Forest,0,053,6959,708.00,888.00,973.00,1236.00,1632.00
WI,55,Forest,0,041,9239,694.00,742.00,973.00,1182.00,1288.00
MS,28,Forrest,1,035,77917,766.00,888.00,1047.00,1348.00,1386.00
GA,13,Forsyth,1,117,253225,1585.00,1660.00,1820.00,2182.00,2605.00
NC,37,Forsyth,1,067,383739,995.00,1082.00,1232.00,1607.00,1898.00
TX,48,Fort Bend,1,157,832607,1280.00,1323.00,1573.00,2116.00,2639.00
ND,38,Foster,0,031,3388,727.00,755.00,873.00,1214.00,1464.00
IN,18,Fountain,0,045,16468,685.00,729.00,956.00,1178.00,1604.00
VA,51,Franklin city,0,620,8194,811.00,817.00,1051.00,1346.00,1764.00
AL,01,Franklin,0,059,32011,576.00,704.00,776.00,976.00,1071.00
AR,05,Franklin,0,047,17160,666.00,671.00,880.00,1094.00,1476.00
FL,12,Franklin,0,037,12276,1033.00,1058.00,1186.00,1564.00,1570.00
GA,13,Franklin,0,119,23480,770.00,775.00,1017.00,1219.00,1458.00
ID,16,Franklin,1,041,14376,940.00,946.00,1241.00,1726.00,2082.00
IL,17,Franklin,0,055,37810,632.00,698.00,916.00,1181.00,1329.00
IN,18,Franklin,1,047,22850,796.00,861.00,1117.00,1473.00,1479.00
IA,19,Franklin,0,069,10015,682.00,700.00,919.00,1168.00,1542.00
KS,20,Franklin,0,059,25968,784.00,789.00,1020.00,1223.00,1360.00
KY,21,Franklin,0,073,51475,747.00,859.00,1083.00,1410.00,1680.00
ME,23,Franklin,0,007,486,911.00,1008.00,1322.00,1750.00,1757.00
MS,28,Franklin,0,037,7690,727.00,759.00,842.00,1115.00,1118.00
MO,29,Franklin,1,071,104858,955.00,995.00,1218.00,1568.00,1812.00
NE,31,Franklin,0,061,2901,666.00,732.00,961.00,1187.00,1284.00
NY,36,Franklin,0,033,47459,720.00,862.00,1044.00,1299.00,1489.00
NC,37,Franklin,1,069,69680,1524.00,1596.00,1750.00,2196.00,2936.00
OH,39,Franklin,1,049,1318149,1111.00,1194.00,1430.00,1715.00,1927.00
PA,42,Franklin,1,055,156084,1014.00,1119.00,1379.00,1825.00,1991.00
TN,47,Franklin,0,051,42980,742.00,747.00,980.00,1307.00,1622.00
TX,48,Franklin,0,159,10445,861.00,885.00,1107.00,1327.00,1629.00
VA,51,Franklin,1,067,54838,771.00,861.00,944.00,1313.00,1584.00
WA,53,Franklin,1,021,96692,1122.00,1268.00,1538.00,2071.00,2385.00
LA,22,Franklin Parish,0,041,19752,601.00,698.00,834.00,1067.00,1249.00
MD,24,Frederick,1,021,273829,1953.00,2015.00,2246.00,2835.00,3332.00
VA,51,Frederick,1,069,92007,1133.00,1255.00,1573.00,1965.00,2639.00
VA,51,Fredericksburg city,1,630,28258,1953.00,2015.00,2246.00,2835.00,3332.00
MN,27,Freeborn,0,047,30857,672.00,742.00,974.00,1283.00,1432.00
TX,48,Freestone,0,161,19599,737.00,742.00,973.00,1298.00,1432.00
CO,08,Fremont,0,043,49107,942.00,948.00,1244.00,1593.00,1647.00
ID,16,Fremont,0,043,13519,848.00,884.00,973.00,1353.00,1632.00
IA,19,Fremont,0,071,6639,682.00,708.00,919.00,1278.00,1379.00
WY,56,Fremont,0,013,39402,748.00,753.00,963.00,1320.00,1615.00
CA,06,Fresno,1,019,1008280,1347.00,1355.00,1664.00,2314.00,2660.00
TX,48,Frio,0,163,18151,846.00,870.00,1088.00,1416.00,1601.00
NE,31,Frontier,0,063,2491,666.00,732.00,961.00,1337.00,1340.00
AR,05,Fulton,0,049,12183,630.00,746.00,880.00,1145.00,1321.00
GA,13,Fulton,1,121,1061944,1585.00,1660.00,1820.00,2182.00,2605.00
IL,17,Fulton,0,057,33691,703.00,708.00,916.00,1274.00,1288.00
IN,18,Fulton,0,049,20420,689.00,733.00,962.00,1153.00,1274.00
KY,21,Fulton,0,075,6480,619.00,660.00,866.00,1204.00,1453.00
NY,36,Fulton,0,035,53280,823.00,828.00,1087.00,1303.00,1468.00
OH,39,Fulton,1,051,42602,769.00,820.00,1076.00,1380.00,1454.00
PA,42,Fulton,0,057,14545,708.00,751.00,973.00,1167.00,1548.00
NE,31,Furnas,0,065,4630,666.00,859.00,961.00,1305.00,1602.00
FL,12,Gadsden,1,039,43746,1097.00,1204.00,1352.00,1674.00,1790.00
NE,31,Gage,0,067,21654,663.00,732.00,961.00,1152.00,1298.00
TX,48,Gaines,0,165,21523,756.00,832.00,973.00,1167.00,1432.00
VA,51,Galax city,0,640,6687,765.00,770.00,914.00,1271.00,1481.00
IL,17,Gallatin,0,059,4967,632.00,698.00,916.00,1098.00,1308.00
KY,21,Gallatin,1,077,8720,958.00,1051.00,1353.00,1785.00,1976.00
MT,30,Gallatin,1,031,119685,1485.00,1642.00,2154.00,2996.00,3537.00
OH,39,Gallia,0,053,29276,736.00,871.00,973.00,1240.00,1632.00
TX,48,Galveston,1,167,350801,1280.00,1323.00,1573.00,2116.00,2639.00
NE,31,Garden,0,069,1778,666.00,732.00,961.00,1152.00,1272.00
CO,08,Garfield,0,045,61683,1215.00,1223.00,1605.00,2232.00,2391.00
MT,30,Garfield,0,033,976,824.00,858.00,1099.00,1349.00,1777.00
NE,31,Garfield,0,071,1833,666.00,732.00,961.00,1279.00,1284.00
OK,40,Garfield,1,047,62456,785.00,799.00,1027.00,1336.00,1360.00
UT,49,Garfield,0,017,5121,719.00,898.00,984.00,1211.00,1651.00
WA,53,Garfield,0,023,2310,735.00,798.00,1047.00,1456.00,1756.00
AR,05,Garland,1,051,100021,829.00,834.00,1090.00,1393.00,1670.00
KY,21,Garrard,0,079,17175,643.00,821.00,900.00,1156.00,1285.00
MD,24,Garrett,0,023,28856,848.00,864.00,973.00,1353.00,1441.00
OK,40,Garvin,0,049,25806,705.00,714.00,937.00,1249.00,1534.00
TX,48,Garza,1,169,5735,681.00,820.00,973.00,1353.00,1569.00
MO,29,Gasconade,0,073,14801,660.00,677.00,888.00,1192.00,1197.00
NC,37,Gaston,1,071,228972,1469.00,1538.00,1686.00,2076.00,2637.00
NC,37,Gates,1,073,10509,1489.00,1513.00,1709.00,2364.00,2794.00
KS,20,Geary,1,061,36247,843.00,848.00,1048.00,1458.00,1758.00
OH,39,Geauga,1,055,95455,933.00,1058.00,1279.00,1646.00,1760.00
ID,16,Gem,1,045,19250,834.00,908.00,1190.00,1601.00,1882.00
MI,26,Genesee,1,049,405280,731.00,856.00,1033.00,1272.00,1497.00
NY,36,Genesee,0,037,58204,805.00,953.00,1168.00,1400.00,1546.00
AL,01,Geneva,1,061,26647,757.00,762.00,950.00,1288.00,1428.00
MO,29,Gentry,0,075,6219,660.00,691.00,888.00,1235.00,1490.00
MS,28,George,0,039,24547,775.00,779.00,921.00,1104.00,1451.00
SC,45,Georgetown,0,043,63594,905.00,918.00,1204.00,1444.00,1944.00
IN,18,Gibson,0,051,33006,766.00,771.00,1001.00,1262.00,1361.00
TN,47,Gibson,1,053,50455,645.00,706.00,927.00,1289.00,1555.00
AZ,04,Gila,0,007,53419,1120.00,1127.00,1479.00,1871.00,2170.00
FL,12,Gilchrist,1,041,18070,1154.00,1246.00,1493.00,1868.00,1977.00
TN,47,Giles,0,055,30317,758.00,763.00,1001.00,1200.00,1395.00
VA,51,Giles,1,071,16711,746.00,898.00,984.00,1180.00,1651.00
TX,48,Gillespie,0,171,26953,1089.00,1096.00,1438.00,1806.00,2116.00
OR,41,Gilliam,0,021,1983,729.00,799.00,1048.00,1458.00,1758.00
GA,13,Gilmer,0,123,31519,714.00,830.00,1036.00,1357.00,1738.00
WV,54,Gilmer,0,021,7444,667.00,793.00,869.00,1140.00,1390.00
CO,08,Gilpin,1,047,5856,1643.00,1754.00,2089.00,2734.00,3049.00
MT,30,Glacier,0,035,13781,956.00,1033.00,1275.00,1529.00,1836.00
FL,12,Glades,0,043,12179,1091.00,1117.00,1252.00,1516.00,1658.00
MI,26,Gladwin,0,051,25461,689.00,742.00,973.00,1353.00,1606.00
GA,13,Glascock,0,125,2903,765.00,770.00,973.00,1217.00,1395.00
TX,48,Glasscock,0,173,1068,789.00,811.00,1015.00,1321.00,1493.00
CA,06,Glenn,0,021,28657,939.00,1038.00,1362.00,1807.00,2179.00
NJ,34,Gloucester,1,015,302621,1397.00,1520.00,1810.00,2170.00,2423.00
VA,51,Gloucester,1,073,38875,1492.00,1512.00,1713.00,2376.00,2797.00
GA,13,Glynn,1,127,84566,1035.00,1105.00,1293.00,1550.00,1906.00
MI,26,Gogebic,0,053,14597,689.00,761.00,973.00,1353.00,1411.00
MT,30,Golden Valley,0,037,841,1004.00,1045.00,1339.00,1862.00,2165.00
ND,38,Golden Valley,0,033,1734,820.00,826.00,1027.00,1428.00,1723.00
TX,48,Goliad,1,175,7092,1146.00,1153.00,1442.00,1729.00,1909.00
TX,48,Gonzales,0,177,19736,671.00,742.00,973.00,1353.00,1396.00
VA,51,Goochland,1,075,24906,1442.00,1507.00,1655.00,2072.00,2553.00
MN,27,Goodhue,0,049,47697,755.00,901.00,1095.00,1523.00,1837.00
ID,16,Gooding,0,047,15520,846.00,851.00,1026.00,1427.00,1721.00
GA,13,Gordon,0,129,57785,703.00,833.00,1011.00,1406.00,1590.00
WY,56,Goshen,0,015,12592,729.00,734.00,963.00,1293.00,1615.00
NE,31,Gosper,0,073,1873,666.00,732.00,961.00,1240.00,1461.00
KS,20,Gove,0,063,2758,643.00,800.00,877.00,1157.00,1161.00
GA,13,Grady,0,131,26075,737.00,742.00,973.00,1343.00,1490.00
OK,40,Grady,1,051,55314,692.00,765.00,1004.00,1343.00,1684.00
NH,33,Grafton,0,009,1919,1445.00,1455.00,1909.00,2590.00,2630.00
AZ,04,Graham,0,009,38453,887.00,991.00,1244.00,1669.00,2087.00
KS,20,Graham,0,065,2430,643.00,668.00,877.00,1115.00,1276.00
NC,37,Graham,0,075,8047,782.00,844.00,925.00,1199.00,1390.00
TN,47,Grainger,1,057,23648,712.00,717.00,941.00,1241.00,1246.00
CO,08,Grand,0,049,15724,1107.00,1318.00,1475.00,1769.00,2474.00
UT,49,Grand,0,019,9680,1143.00,1303.00,1564.00,2128.00,2624.00
ND,38,Grand Forks,1,035,72927,863.00,868.00,1089.00,1515.00,1827.00
VT,50,Grand Isle,1,013,1615,1497.00,1651.00,2140.00,2745.00,2833.00
MI,26,Grand Traverse,1,055,95315,1136.00,1143.00,1357.00,1747.00,1797.00
MT,30,Granite,0,039,3368,789.00,822.00,1053.00,1464.00,1702.00
AR,05,Grant,1,053,18022,795.00,800.00,968.00,1226.00,1539.00
IN,18,Grant,0,053,66560,698.00,767.00,956.00,1257.00,1412.00
KS,20,Grant,0,067,7336,643.00,668.00,877.00,1220.00,1276.00
KY,21,Grant,1,081,25085,823.00,899.00,1155.00,1385.00,1678.00
MN,27,Grant,0,051,6091,671.00,742.00,973.00,1353.00,1632.00
NE,31,Grant,0,075,649,666.00,732.00,961.00,1187.00,1284.00
NM,35,Grant,0,017,28006,795.00,801.00,1048.00,1304.00,1388.00
ND,38,Grant,0,037,2320,678.00,683.00,873.00,1214.00,1464.00
OK,40,Grant,0,053,4152,705.00,714.00,937.00,1279.00,1343.00
OR,41,Grant,0,023,7237,784.00,985.00,1127.00,1533.00,1891.00
SD,46,Grant,0,051,7533,641.00,708.00,929.00,1292.00,1438.00
WA,53,Grant,0,025,99145,933.00,939.00,1232.00,1707.00,2067.00
WV,54,Grant,0,023,11034,658.00,662.00,869.00,1127.00,1177.00
WI,55,Grant,0,043,51842,745.00,762.00,973.00,1213.00,1594.00
LA,22,Grant Parish,1,043,22185,728.00,780.00,994.00,1342.00,1523.00
NC,37,Granville,0,077,61161,1026.00,1084.00,1200.00,1571.00,1700.00
MI,26,Gratiot,0,057,41534,689.00,742.00,973.00,1304.00,1455.00
KY,21,Graves,0,083,36701,619.00,660.00,866.00,1204.00,1311.00
KS,20,Gray,0,069,5719,643.00,800.00,877.00,1090.00,1161.00
TX,48,Gray,0,179,21272,785.00,790.00,1037.00,1243.00,1373.00
WA,53,Grays Harbor,0,027,75672,838.00,927.00,1216.00,1691.00,1869.00
KY,21,Grayson,0,085,26465,708.00,712.00,866.00,1200.00,1209.00
TX,48,Grayson,1,181,137008,1088.00,1089.00,1351.00,1879.00,2157.00
VA,51,Grayson,0,077,15356,792.00,834.00,914.00,1241.00,1252.00
CT,09,Greater Bridgeport Planning Region,1,120,148012,1731.00,2100.00,2511.00,3036.00,3598.00
KS,20,Greeley,0,071,1279,643.00,668.00,877.00,1052.00,1276.00
NE,31,Greeley,0,077,2212,666.00,732.00,961.00,1152.00,1301.00
KY,21,Green,0,087,11198,619.00,790.00,866.00,1142.00,1147.00
WI,55,Green,1,045,37066,794.00,840.00,1097.00,1315.00,1452.00
WI,55,Green Lake,0,047,19093,691.00,742.00,973.00,1167.00,1288.00
WV,54,Greenbrier,0,025,32995,709.00,735.00,924.00,1179.00,1235.00
AL,01,Greene,1,063,7706,863.00,869.00,1140.00,1367.00,1509.00
AR,05,Greene,0,055,45954,648.00,772.00,905.00,1259.00,1492.00
GA,13,Greene,0,133,19020,803.00,808.00,973.00,1320.00,1325.00
IL,17,Greene,0,061,12015,684.00,756.00,992.00,1189.00,1385.00
IN,18,Greene,0,055,30900,724.00,729.00,956.00,1206.00,1330.00
IA,19,Greene,0,073,8801,682.00,700.00,919.00,1278.00,1486.00
MS,28,Greene,0,041,13672,727.00,768.00,842.00,1012.00,1118.00
MO,29,Greene,1,077,299188,877.00,883.00,1095.00,1498.00,1701.00
NY,36,Greene,0,039,48067,1008.00,1118.00,1373.00,1813.00,2075.00
