state_abbr,state_fips,county_name,is_metro,county_code,pop2023,fmr_0,fmr_1,fmr_2,fmr_3,fmr_4
NC,37,Cabarrus,1,025,226396,1469.00,1538.00,1686.00,2076.00,2637.00
WV,54,Cabell,1,011,93965,848.00,853.00,973.00,1249.00,1410.00
PR,72,Cabo Rojo Municipio,1,023,46983,407.00,410.00,530.00,659.00,702.00
UT,49,Cache,1,005,134428,940.00,946.00,1241.00,1726.00,2082.00
OK,40,Caddo,0,015,26910,647.00,734.00,937.00,1162.00,1241.00
LA,22,Caddo Parish,1,017,236259,870.00,982.00,1111.00,1458.00,1552.00
PR,72,Caguas Municipio,1,025,126772,472.00,475.00,576.00,801.00,966.00
CA,06,Calaveras,0,009,45674,1078.00,1175.00,1542.00,2145.00,2316.00
LA,22,Calcasieu Parish,1,019,210770,921.00,928.00,1217.00,1459.00,1611.00
KY,21,Caldwell,0,033,12635,619.00,714.00,866.00,1038.00,1209.00
MO,29,Caldwell,1,025,8876,1095.00,1197.00,1358.00,1769.00,2103.00
NC,37,Caldwell,1,027,80716,858.00,908.00,1095.00,1372.00,1660.00
TX,48,Caldwell,1,055,46141,1474.00,1562.00,1852.00,2347.00,2760.00
LA,22,Caldwell Parish,0,021,9658,604.00,647.00,834.00,1072.00,1249.00
VT,50,Caledonia,0,005,1671,986.00,992.00,1159.00,1610.00,1732.00
AL,01,Calhoun,1,015,116162,753.00,757.00,962.00,1300.00,1361.00
AR,05,Calhoun,0,013,4773,724.00,771.00,1011.00,1212.00,1425.00
FL,12,Calhoun,0,013,13753,848.00,888.00,973.00,1283.00,1288.00
GA,13,Calhoun,0,037,5594,765.00,770.00,973.00,1353.00,1474.00
IL,17,Calhoun,1,013,4472,955.00,995.00,1218.00,1568.00,1812.00
IA,19,Calhoun,0,025,9893,682.00,736.00,919.00,1162.00,1217.00
MI,26,Calhoun,1,025,134011,833.00,976.00,1176.00,1410.00,1565.00
MS,28,Calhoun,0,013,13193,637.00,642.00,842.00,1167.00,1217.00
SC,45,Calhoun,1,017,14145,1032.00,1164.00,1276.00,1623.00,1911.00
TX,48,Calhoun,0,057,20127,756.00,888.00,973.00,1353.00,1432.00
WV,54,Calhoun,0,013,6279,667.00,706.00,869.00,1173.00,1177.00
TX,48,Callahan,1,059,13869,1010.00,1020.00,1276.00,1653.00,1987.00
MO,29,Callaway,1,027,44517,789.00,794.00,1042.00,1249.00,1472.00
KY,21,Calloway,0,035,37345,785.00,837.00,1098.00,1317.00,1454.00
WI,55,Calumet,1,015,52361,858.00,960.00,1236.00,1701.00,1776.00
MD,24,Calvert,1,009,93244,1811.00,1851.00,2083.00,2639.00,3106.00
ID,16,Camas,0,025,1133,846.00,851.00,1071.00,1490.00,1797.00
PA,42,Cambria,1,021,133263,840.00,846.00,1035.00,1431.00,1484.00
GA,13,Camden,0,039,55105,1043.00,1117.00,1225.00,1704.00,1997.00
MO,29,Camden,0,029,43227,697.00,716.00,939.00,1306.00,1375.00
NJ,34,Camden,1,007,522581,1397.00,1520.00,1810.00,2170.00,2423.00
NC,37,Camden,1,029,10547,1121.00,1139.00,1287.00,1790.00,2159.00
PA,42,Cameron,0,023,4536,714.00,748.00,981.00,1179.00,1453.00
TX,48,Cameron,1,061,421854,773.00,866.00,1047.00,1414.00,1479.00
LA,22,Cameron Parish,1,023,5447,921.00,928.00,1217.00,1459.00,1611.00
TX,48,Camp,0,063,12543,749.00,754.00,973.00,1353.00,1432.00
KY,21,Campbell,1,037,93122,958.00,1051.00,1353.00,1785.00,1976.00
SD,46,Campbell,0,021,1534,641.00,794.00,929.00,1292.00,1438.00
TN,47,Campbell,1,013,39397,717.00,722.00,947.00,1249.00,1254.00
VA,51,Campbell,1,031,55518,1027.00,1033.00,1187.00,1635.00,1750.00
WY,56,Campbell,0,005,46857,806.00,896.00,1019.00,1344.00,1709.00
PR,72,Camuy Municipio,1,027,32733,437.00,440.00,510.00,699.00,787.00
OK,40,Canadian,1,017,156681,939.00,1017.00,1244.00,1675.00,1857.00
GA,13,Candler,0,043,10946,765.00,770.00,973.00,1353.00,1632.00
TN,47,Cannon,1,015,14481,1507.00,1578.00,1730.00,2211.00,2696.00
PR,72,Canóvanas Municipio,1,029,42218,559.00,572.00,663.00,868.00,1046.00
ID,16,Canyon,1,027,235006,1170.00,1381.00,1655.00,2318.00,2772.00
MO,29,Cape Girardeau,1,031,81703,763.00,807.00,992.00,1380.00,1664.00
NJ,34,Cape May,1,009,95456,1320.00,1366.00,1792.00,2396.00,2405.00
CT,09,Capitol Planning Region,1,110,3148,1286.00,1477.00,1865.00,2236.00,2537.00
MT,30,Carbon,1,009,10645,1016.00,1109.00,1417.00,1951.00,2216.00
PA,42,Carbon,1,025,65018,1130.00,1341.00,1634.00,2087.00,2195.00
UT,49,Carbon,0,007,20338,761.00,857.00,1041.00,1323.00,1628.00
WY,56,Carbon,0,007,14609,775.00,854.00,980.00,1293.00,1454.00
ID,16,Caribou,0,029,7058,758.00,763.00,973.00,1353.00,1632.00
KY,21,Carlisle,1,039,4782,683.00,717.00,915.00,1173.00,1399.00
MN,27,Carlton,1,017,36362,849.00,978.00,1232.00,1689.00,2067.00
PR,72,Carolina Municipio,1,031,154126,559.00,572.00,663.00,868.00,1046.00
MD,24,Caroline,0,011,33320,995.00,1001.00,1314.00,1642.00,2184.00
VA,51,Caroline,0,033,31181,859.00,1021.00,1246.00,1733.00,2090.00
AR,05,Carroll,0,015,28362,658.00,742.00,954.00,1144.00,1345.00
GA,13,Carroll,1,045,120060,1585.00,1660.00,1820.00,2182.00,2605.00
IL,17,Carroll,0,015,15594,748.00,752.00,916.00,1211.00,1458.00
IN,18,Carroll,1,015,20397,709.00,742.00,973.00,1219.00,1328.00
IA,19,Carroll,0,027,20728,775.00,788.00,919.00,1162.00,1217.00
KY,21,Carroll,0,041,10842,696.00,746.00,974.00,1168.00,1290.00
MD,24,Carroll,1,013,173225,1362.00,1511.00,1857.00,2358.00,2611.00
MS,28,Carroll,0,015,9930,708.00,713.00,842.00,1049.00,1118.00
MO,29,Carroll,0,033,8513,660.00,677.00,888.00,1157.00,1336.00
NH,33,Carroll,0,003,819,1190.00,1343.00,1709.00,2353.00,2834.00
OH,39,Carroll,1,019,26761,749.00,846.00,1086.00,1371.00,1451.00
TN,47,Carroll,0,017,28381,724.00,746.00,925.00,1151.00,1480.00
VA,51,Carroll,0,035,29126,765.00,770.00,914.00,1271.00,1481.00
NV,32,Carson City,1,510,58249,1105.00,1212.00,1546.00,2150.00,2593.00
TX,48,Carson,1,065,5801,778.00,903.00,1106.00,1503.00,1742.00
KY,21,Carter,1,043,26671,698.00,703.00,866.00,1204.00,1254.00
MO,29,Carter,0,035,5299,660.00,677.00,888.00,1065.00,1320.00
MT,30,Carter,0,011,1332,932.00,1002.00,1244.00,1492.00,2011.00
OK,40,Carter,0,019,48202,776.00,803.00,1054.00,1324.00,1553.00
TN,47,Carter,1,019,56315,887.00,893.00,1132.00,1398.00,1548.00
NC,37,Carteret,0,031,68353,907.00,913.00,1198.00,1541.00,1966.00
MN,27,Carver,1,019,107216,1242.00,1405.00,1709.00,2262.00,2531.00
MT,30,Cascade,1,013,84423,960.00,979.00,1284.00,1786.00,2035.00
KY,21,Casey,0,045,15942,619.00,790.00,866.00,1038.00,1169.00
IL,17,Cass,0,017,12955,632.00,836.00,916.00,1263.00,1537.00
IN,18,Cass,0,017,37820,791.00,796.00,956.00,1278.00,1282.00
IA,19,Cass,0,029,13116,682.00,710.00,919.00,1278.00,1496.00
MI,26,Cass,1,027,51604,775.00,906.00,993.00,1272.00,1666.00
MN,27,Cass,0,021,30288,729.00,768.00,973.00,1300.00,1632.00
MO,29,Cass,1,037,108205,1095.00,1197.00,1358.00,1769.00,2103.00
NE,31,Cass,1,025,26749,1090.00,1148.00,1368.00,1813.00,2046.00
ND,38,Cass,1,017,186328,768.00,917.00,1112.00,1547.00,1865.00
TX,48,Cass,0,067,28637,737.00,742.00,973.00,1328.00,1432.00
ID,16,Cassia,0,031,24859,778.00,783.00,1028.00,1430.00,1725.00
TX,48,Castro,0,069,7381,795.00,801.00,1050.00,1259.00,1545.00
NC,37,Caswell,0,033,22747,743.00,748.00,925.00,1270.00,1390.00
LA,22,Catahoula Parish,0,025,8895,601.00,647.00,834.00,1139.00,1249.00
PR,72,Cataño Municipio,1,033,23060,559.00,572.00,663.00,868.00,1046.00
NC,37,Catawba,1,035,161011,858.00,908.00,1095.00,1372.00,1660.00
GA,13,Catoosa,1,047,68052,1211.00,1263.00,1390.00,1734.00,1853.00
NM,35,Catron,0,003,3635,773.00,853.00,1040.00,1424.00,1677.00
NY,36,Cattaraugus,0,009,77000,778.00,783.00,1007.00,1232.00,1420.00
ND,38,Cavalier,0,019,3691,697.00,702.00,873.00,1170.00,1464.00
PR,72,Cayey Municipio,1,035,41509,472.00,475.00,576.00,801.00,966.00
NY,36,Cayuga,0,011,76171,884.00,889.00,1124.00,1463.00,1679.00
MD,24,Cecil,1,015,103876,1397.00,1520.00,1810.00,2170.00,2423.00
IA,19,Cedar,0,031,18479,717.00,736.00,966.00,1259.00,1279.00
MO,29,Cedar,0,039,14314,660.00,677.00,888.00,1214.00,1320.00
NE,31,Cedar,0,027,8375,666.00,795.00,961.00,1268.00,1612.00
PR,72,Ceiba Municipio,1,037,11256,487.00,490.00,600.00,736.00,799.00
PA,42,Centre,1,027,158665,1187.00,1194.00,1406.00,1760.00,1862.00
IA,19,Cerro Gordo,0,033,42979,746.00,750.00,949.00,1226.00,1446.00
CO,08,Chaffee,0,015,19564,1110.00,1117.00,1466.00,2039.00,2298.00
AL,01,Chambers,0,017,34612,691.00,770.00,1002.00,1265.00,1327.00
TX,48,Chambers,1,071,47037,1280.00,1323.00,1573.00,2116.00,2639.00
IL,17,Champaign,1,019,206525,941.00,946.00,1122.00,1436.00,1486.00
OH,39,Champaign,0,021,38715,737.00,818.00,1046.00,1333.00,1470.00
MO,29,Chariton,0,041,7417,660.00,677.00,888.00,1235.00,1320.00
VA,51,Charles City,1,036,6760,1442.00,1507.00,1655.00,2072.00,2553.00
MD,24,Charles,1,017,167035,1953.00,2015.00,2246.00,2835.00,3332.00
SD,46,Charles Mix,0,023,9302,803.00,807.00,929.00,1292.00,1558.00
SC,45,Charleston,1,019,409840,1557.00,1630.00,1787.00,2222.00,2562.00
MI,26,Charlevoix,0,029,26174,736.00,800.00,1039.00,1445.00,1622.00
FL,12,Charlotte,1,015,189900,1159.00,1167.00,1470.00,2041.00,2326.00
VA,51,Charlotte,0,037,11563,692.00,697.00,914.00,1146.00,1533.00
VA,51,Charlottesville city,1,540,46289,1421.00,1602.00,1824.00,2218.00,2731.00
GA,13,Charlton,0,049,12547,784.00,790.00,1036.00,1242.00,1485.00
KS,20,Chase,0,017,2570,643.00,712.00,877.00,1184.00,1276.00
NE,31,Chase,0,029,3704,666.00,738.00,961.00,1152.00,1612.00
GA,13,Chatham,1,051,296266,1455.00,1533.00,1680.00,2235.00,2547.00
NC,37,Chatham,1,037,76754,1417.00,1507.00,1711.00,2117.00,2527.00
GA,13,Chattahoochee,1,053,9402,895.00,939.00,1088.00,1445.00,1703.00
GA,13,Chattooga,0,055,24902,789.00,794.00,973.00,1353.00,1632.00
KS,20,Chautauqua,0,019,3389,643.00,668.00,877.00,1108.00,1161.00
NY,36,Chautauqua,0,013,127440,680.00,754.00,975.00,1287.00,1291.00
NM,35,Chaves,0,005,64701,738.00,887.00,1071.00,1421.00,1562.00
TN,47,Cheatham,1,021,41184,1507.00,1578.00,1730.00,2211.00,2696.00
MI,26,Cheboygan,0,031,25709,746.00,803.00,1054.00,1264.00,1403.00
WA,53,Chelan,1,007,79076,1034.00,1143.00,1500.00,2063.00,2516.00
NY,36,Chemung,1,015,83584,949.00,978.00,1283.00,1606.00,1713.00
NY,36,Chenango,0,017,47096,848.00,855.00,973.00,1353.00,1482.00
AL,01,Cherokee,0,019,25069,627.00,682.00,844.00,1012.00,1259.00
GA,13,Cherokee,1,057,268567,1585.00,1660.00,1820.00,2182.00,2605.00
IA,19,Cherokee,0,035,11601,682.00,811.00,919.00,1278.00,1414.00
KS,20,Cherokee,1,021,19380,664.00,668.00,877.00,1157.00,1161.00
NC,37,Cherokee,0,039,28868,645.00,713.00,935.00,1290.00,1497.00
OK,40,Cherokee,0,021,47412,764.00,769.00,948.00,1215.00,1255.00
SC,45,Cherokee,0,021,56200,755.00,795.00,902.00,1135.00,1349.00
TX,48,Cherokee,0,073,50824,751.00,756.00,984.00,1362.00,1448.00
NE,31,Cherry,0,031,5473,710.00,780.00,1024.00,1228.00,1368.00
VA,51,Chesapeake city,1,550,249377,1492.00,1512.00,1713.00,2376.00,2797.00
NH,33,Cheshire,0,005,1625,1328.00,1468.00,1926.00,2518.00,2550.00
PA,42,Chester,1,029,536474,1397.00,1520.00,1810.00,2170.00,2423.00
SC,45,Chester,1,023,32171,811.00,816.00,1056.00,1469.00,1547.00
TN,47,Chester,1,023,17392,869.00,960.00,1260.00,1677.00,1758.00
SC,45,Chesterfield,0,025,43536,678.00,687.00,902.00,1169.00,1293.00
VA,51,Chesterfield,1,041,366019,1442.00,1507.00,1655.00,2072.00,2553.00
CO,08,Cheyenne,0,017,1726,790.00,796.00,1044.00,1343.00,1637.00
KS,20,Cheyenne,0,023,2619,643.00,682.00,877.00,1052.00,1249.00
NE,31,Cheyenne,0,033,9489,822.00,828.00,1086.00,1302.00,1438.00
IA,19,Chickasaw,0,037,11957,682.00,778.00,919.00,1278.00,1293.00
MS,28,Chickasaw,0,017,17024,638.00,642.00,842.00,1121.00,1411.00
AR,05,Chicot,0,017,10234,630.00,671.00,880.00,1150.00,1282.00
TX,48,Childress,0,075,6781,816.00,853.00,1049.00,1409.00,1543.00
AL,01,Chilton,1,021,45140,734.00,739.00,970.00,1274.00,1448.00
MI,26,Chippewa,0,033,36670,735.00,823.00,1066.00,1278.00,1411.00
MN,27,Chippewa,0,023,12466,671.00,772.00,973.00,1353.00,1382.00
WI,55,Chippewa,1,017,66254,932.00,962.00,1181.00,1582.00,1588.00
MN,27,Chisago,1,025,56927,1242.00,1405.00,1709.00,2262.00,2531.00
VT,50,Chittenden,1,007,1023,1497.00,1651.00,2140.00,2745.00,2833.00
AL,01,Choctaw,0,023,12669,578.00,616.00,778.00,1024.00,1179.00
MS,28,Choctaw,0,019,8208,638.00,642.00,842.00,1115.00,1118.00
OK,40,Choctaw,0,023,14285,705.00,714.00,937.00,1134.00,1241.00
MT,30,Chouteau,0,015,5897,980.00,996.00,1307.00,1662.00,1950.00
NC,37,Chowan,0,041,13835,924.00,930.00,1220.00,1463.00,1615.00
IL,17,Christian,0,021,33893,672.00,742.00,974.00,1168.00,1418.00
KY,21,Christian,1,047,72766,1090.00,1094.00,1346.00,1871.00,2258.00
MO,29,Christian,1,043,89568,877.00,883.00,1095.00,1498.00,1701.00
AK,02,Chugach Census Area,0,063,7000,1038.00,1374.00,1506.00,2094.00,2526.00
NV,32,Churchill,0,001,25409,1076.00,1083.00,1421.00,1976.00,2176.00
PR,72,Ciales Municipio,1,039,16924,429.00,433.00,493.00,621.00,704.00
NM,35,Cibola,0,006,27211,738.00,823.00,993.00,1223.00,1315.00
PR,72,Cidra Municipio,1,041,39831,472.00,475.00,576.00,801.00,966.00
OK,40,Cimarron,0,025,2272,705.00,732.00,937.00,1303.00,1343.00
FL,12,Citrus,1,017,155173,981.00,988.00,1225.00,1704.00,2016.00
OR,41,Clackamas,1,005,420925,1570.00,1677.00,1922.00,2619.00,3109.00
MS,28,Claiborne,0,021,9044,708.00,713.00,842.00,1111.00,1118.00
TN,47,Claiborne,0,025,32092,724.00,844.00,925.00,1155.00,1277.00
LA,22,Claiborne Parish,0,027,14203,601.00,706.00,834.00,1000.00,1249.00
WA,53,Clallam,0,009,77333,880.00,966.00,1266.00,1761.00,2026.00
MI,26,Clare,0,035,30998,698.00,751.00,986.00,1189.00,1611.00
SC,45,Clarendon,0,027,31163,683.00,687.00,902.00,1205.00,1380.00
PA,42,Clarion,0,031,37489,757.00,762.00,973.00,1182.00,1632.00
AR,05,Clark,0,019,21469,730.00,731.00,880.00,1221.00,1356.00
ID,16,Clark,0,033,756,768.00,773.00,973.00,1353.00,1632.00
IL,17,Clark,0,023,15467,696.00,769.00,1009.00,1245.00,1336.00
IN,18,Clark,1,019,121484,966.00,1047.00,1272.00,1625.00,1891.00
KS,20,Clark,0,025,1977,643.00,752.00,877.00,1075.00,1276.00
KY,21,Clark,1,049,36897,883.00,1079.00,1272.00,1743.00,1940.00
MO,29,Clark,0,045,6693,660.00,677.00,888.00,1154.00,1320.00
NV,32,Clark,1,003,2265926,1333.00,1478.00,1735.00,2413.00,2764.00
OH,39,Clark,1,023,135877,763.00,843.00,1106.00,1355.00,1572.00
SD,46,Clark,0,025,3837,641.00,847.00,929.00,1144.00,1256.00
WA,53,Clark,1,011,504091,1570.00,1677.00,1922.00,2619.00,3109.00
WI,55,Clark,0,019,34703,723.00,754.00,973.00,1238.00,1399.00
AL,01,Clarke,0,025,23058,588.00,603.00,791.00,1034.00,1261.00
GA,13,Clarke,1,059,128864,1159.00,1183.00,1331.00,1734.00,1831.00
IA,19,Clarke,0,039,9737,682.00,803.00,919.00,1222.00,1227.00
MS,28,Clarke,0,023,15553,750.00,783.00,867.00,1044.00,1150.00
VA,51,Clarke,1,043,14882,1953.00,2015.00,2246.00,2835.00,3332.00
OR,41,Clatsop,0,007,41190,1060.00,1110.00,1457.00,1995.00,2444.00
AL,01,Clay,0,027,14209,576.00,591.00,776.00,1024.00,1027.00
AR,05,Clay,0,021,14537,658.00,671.00,880.00,1191.00,1240.00
FL,12,Clay,1,019,219650,1355.00,1382.00,1658.00,2043.00,2561.00
GA,13,Clay,0,061,2855,765.00,770.00,973.00,1217.00,1395.00
IL,17,Clay,0,025,13248,632.00,707.00,916.00,1167.00,1308.00
IN,18,Clay,1,021,26396,859.00,864.00,1094.00,1312.00,1535.00
IA,19,Clay,0,041,16423,682.00,700.00,919.00,1198.00,1217.00
KS,20,Clay,0,027,8088,696.00,724.00,950.00,1253.00,1258.00
KY,21,Clay,0,051,20322,662.00,759.00,866.00,1176.00,1308.00
MN,27,Clay,1,027,65307,768.00,917.00,1112.00,1547.00,1865.00
MS,28,Clay,0,025,18598,708.00,713.00,842.00,1159.00,1412.00
MO,29,Clay,1,047,253085,1095.00,1197.00,1358.00,1769.00,2103.00
NE,31,Clay,0,035,6088,666.00,759.00,961.00,1152.00,1304.00
NC,37,Clay,0,043,11186,878.00,948.00,1039.00,1429.00,1561.00
SD,46,Clay,0,027,14953,641.00,708.00,929.00,1292.00,1558.00
TN,47,Clay,0,027,7592,700.00,705.00,925.00,1286.00,1289.00
TX,48,Clay,1,077,10290,831.00,925.00,1136.00,1553.00,1759.00
WV,54,Clay,1,015,8049,714.00,829.00,1036.00,1325.00,1372.00
GA,13,Clayton,1,063,296312,1585.00,1660.00,1820.00,2182.00,2605.00
IA,19,Clayton,0,043,17123,682.00,700.00,919.00,1127.00,1304.00
CO,08,Clear Creek,1,019,9403,1643.00,1754.00,2089.00,2734.00,3049.00
PA,42,Clearfield,0,033,79707,721.00,779.00,975.00,1289.00,1293.00
ID,16,Clearwater,0,035,8810,815.00,821.00,1077.00,1498.00,1807.00
MN,27,Clearwater,0,029,8541,671.00,785.00,973.00,1179.00,1632.00
AL,01,Cleburne,0,029,15144,644.00,687.00,867.00,1082.00,1148.00
AR,05,Cleburne,0,023,24948,684.00,735.00,955.00,1228.00,1295.00
OH,39,Clermont,1,025,208851,958.00,1051.00,1353.00,1785.00,1976.00
AR,05,Cleveland,0,025,7548,630.00,671.00,880.00,1055.00,1240.00
NC,37,Cleveland,0,045,99527,758.00,763.00,925.00,1286.00,1322.00
OK,40,Cleveland,1,027,295060,939.00,1017.00,1244.00,1675.00,1857.00
GA,13,Clinch,0,065,6713,765.00,770.00,973.00,1353.00,1395.00
IL,17,Clinton,1,027,36998,955.00,995.00,1218.00,1568.00,1812.00
IN,18,Clinton,0,023,33020,731.00,804.00,1007.00,1328.00,1343.00
IA,19,Clinton,0,045,46488,659.00,729.00,956.00,1184.00,1507.00
KY,21,Clinton,0,053,9295,619.00,660.00,866.00,1041.00,1209.00
MI,26,Clinton,1,037,79249,973.00,1012.00,1268.00,1627.00,1679.00
MO,29,Clinton,1,049,21155,1095.00,1197.00,1358.00,1769.00,2103.00
NY,36,Clinton,0,019,79839,973.00,980.00,1246.00,1494.00,1650.00
OH,39,Clinton,0,027,42077,778.00,838.00,1029.00,1349.00,1696.00
PA,42,Clinton,0,035,37860,770.00,775.00,995.00,1258.00,1669.00
KS,20,Cloud,0,029,9008,643.00,676.00,877.00,1052.00,1275.00
MS,28,Coahoma,0,027,21264,730.00,748.00,842.00,1177.00,1380.00
OK,40,Coal,0,029,5287,705.00,714.00,937.00,1279.00,1535.00
PR,72,Coamo Municipio,0,043,34557,414.00,433.00,475.00,661.00,717.00
GA,13,Cobb,1,067,765813,1585.00,1660.00,1820.00,2182.00,2605.00
AZ,04,Cochise,1,003,125504,887.00,1111.00,1257.00,1748.00,2109.00
TX,48,Cochran,1,079,2529,681.00,820.00,973.00,1170.00,1606.00
TN,47,Cocke,0,029,36186,643.00,742.00,925.00,1209.00,1225.00
AZ,04,Coconino,1,005,144705,1597.00,1727.00,1921.00,2343.00,2568.00
SD,46,Codington,0,029,28402,747.00,825.00,1083.00,1319.00,1605.00
AL,01,Coffee,0,031,53559,693.00,711.00,933.00,1298.00,1383.00
GA,13,Coffee,0,069,43056,675.00,885.00,973.00,1275.00,1610.00
TN,47,Coffee,0,031,58080,775.00,780.00,959.00,1281.00,1363.00
KS,20,Coffey,0,031,8334,644.00,670.00,879.00,1064.00,1164.00
TX,48,Coke,0,081,3305,737.00,742.00,973.00,1234.00,1432.00
AL,01,Colbert,1,033,57270,698.00,775.00,1000.00,1242.00,1409.00
MO,29,Cole,1,051,76890,689.00,694.00,910.00,1266.00,1379.00
TX,48,Coleman,0,083,7808,797.00,803.00,1053.00,1263.00,1549.00
IL,17,Coles,0,029,47076,665.00,759.00,965.00,1261.00,1348.00
NE,31,Colfax,0,037,10563,759.00,929.00,1094.00,1312.00,1448.00
NM,35,Colfax,0,007,12370,730.00,888.00,973.00,1302.00,1569.00
SC,45,Colleton,0,029,38561,678.00,687.00,902.00,1081.00,1470.00
FL,12,Collier,1,021,380221,1396.00,1797.00,1986.00,2581.00,2805.00
TX,48,Collin,1,085,1079153,1582.00,1648.00,1931.00,2431.00,3091.00
TX,48,Collingsworth,0,087,2865,756.00,778.00,973.00,1266.00,1432.00
VA,51,Colonial Heights city,1,570,18158,1442.00,1507.00,1655.00,2072.00,2553.00
TX,48,Colorado,0,089,20582,892.00,917.00,1147.00,1375.00,1688.00
GA,13,Colquitt,0,071,45813,737.00,742.00,973.00,1167.00,1591.00
AR,05,Columbia,0,027,22707,647.00,688.00,903.00,1191.00,1196.00
FL,12,Columbia,0,023,69832,990.00,1034.00,1318.00,1580.00,1745.00
GA,13,Columbia,1,073,156921,939.00,1114.00,1261.00,1627.00,1984.00
NY,36,Columbia,0,021,61469,1249.00,1263.00,1434.00,1730.00,1899.00
OR,41,Columbia,1,009,52865,1570.00,1677.00,1922.00,2619.00,3109.00
PA,42,Columbia,0,037,64924,786.00,941.00,1140.00,1367.00,1572.00
WA,53,Columbia,0,013,3980,738.00,951.00,1052.00,1463.00,1765.00
WI,55,Columbia,1,021,58272,824.00,911.00,1195.00,1645.00,1798.00
OH,39,Columbiana,0,029,101723,693.00,779.00,973.00,1218.00,1288.00
NC,37,Columbus,0,047,50827,718.00,722.00,925.00,1109.00,1225.00
CA,06,Colusa,0,011,21811,989.00,995.00,1306.00,1723.00,1729.00
TX,48,Comal,1,091,165201,1077.00,1177.00,1426.00,1830.00,2132.00
KS,20,Comanche,0,033,1825,643.00,668.00,877.00,1144.00,1276.00
OK,40,Comanche,1,031,121777,779.00,784.00,1001.00,1392.00,1679.00
TX,48,Comanche,0,093,13651,737.00,742.00,973.00,1353.00,1432.00
PR,72,Comerío Municipio,1,045,18817,559.00,572.00,663.00,868.00,1046.00
TX,48,Concho,0,095,3235,896.00,922.00,1153.00,1500.00,1696.00
LA,22,Concordia Parish,0,029,18677,601.00,647.00,834.00,1139.00,1249.00
AL,01,Conecuh,0,035,11576,576.00,615.00,776.00,1079.00,1157.00
CO,08,Conejos,0,021,7553,746.00,865.00,973.00,1332.00,1336.00
CA,06,Contra Costa,1,013,1162648,2142.00,2385.00,2912.00,3724.00,4413.00
WY,56,Converse,0,009,13729,777.00,782.00,1026.00,1412.00,1695.00
AR,05,Conway,0,029,20782,607.00,671.00,880.00,1224.00,1448.00
GA,13,Cook,0,075,17242,765.00,770.00,973.00,1315.00,1359.00
IL,17,Cook,1,031,5225367,1480.00,1581.00,1781.00,2294.00,2653.00
MN,27,Cook,0,031,5611,671.00,888.00,973.00,1288.00,1415.00
TX,48,Cooke,0,097,41860,955.00,961.00,1261.00,1552.00,1719.00
MO,29,Cooper,1,053,16893,668.00,730.00,958.00,1182.00,1497.00
NH,33,Coos,0,007,0,988.00,994.00,1287.00,1702.00,1708.00
OR,41,Coos,0,011,64908,951.00,982.00,1265.00,1759.00,2122.00
AL,01,Coosa,0,037,10329,576.00,615.00,776.00,1079.00,1157.00
MS,28,Copiah,1,029,28210,1091.00,1097.00,1288.00,1544.00,1705.00
AK,02,Copper River Census Area,0,066,2614,810.00,930.00,1130.00,1572.00,1896.00
PR,72,Corozal Municipio,1,047,34459,559.00,572.00,663.00,868.00,1046.00
SD,46,Corson,0,031,3906,641.00,708.00,929.00,1186.00,1370.00
NY,36,Cortland,0,023,46755,954.00,960.00,1198.00,1510.00,2010.00
TX,48,Coryell,1,099,82927,983.00,990.00,1233.00,1711.00,2068.00
OH,39,Coshocton,0,031,36629,736.00,824.00,973.00,1254.00,1632.00
CO,08,Costilla,0,023,3534,737.00,742.00,973.00,1353.00,1525.00
TX,48,Cottle,0,101,1647,789.00,811.00,1015.00,1321.00,1493.00
OK,40,Cotton,1,033,5537,728.00,733.00,962.00,1153.00,1614.00
MN,27,Cottonwood,0,033,11481,671.00,766.00,973.00,1353.00,1415.00
VA,51,Covington city,0,580,5722,773.00,778.00,914.00,1259.00,1358.00
AL,01,Covington,0,039,37542,576.00,591.00,776.00,999.00,1302.00
MS,28,Covington,0,031,18323,708.00,713.00,842.00,1111.00,1115.00
GA,13,Coweta,1,077,147449,1585.00,1660.00,1820.00,2182.00,2605.00
KS,20,Cowley,0,035,34661,643.00,668.00,877.00,1139.00,1323.00
WA,53,Cowlitz,1,015,110621,1000.00,1199.00,1451.00,2018.00,2434.00
OK,40,Craig,0,035,14144,745.00,755.00,991.00,1209.00,1312.00
VA,51,Craig,1,045,4898,1004.00,1053.00,1254.00,1743.00,2104.00
AR,05,Craighead,1,031,111038,805.00,870.00,1040.00,1402.00,1480.00
TX,48,Crane,0,103,4636,762.00,783.00,980.00,1275.00,1442.00
NC,37,Craven,0,049,101098,897.00,902.00,1184.00,1591.00,1988.00
AR,05,Crawford,1,033,60593,683.00,714.00,937.00,1266.00,1532.00
GA,13,Crawford,1,079,12156,1085.00,1158.00,1307.00,1567.00,1731.00
IL,17,Crawford,0,033,18729,632.00,764.00,916.00,1241.00,1537.00
IN,18,Crawford,0,025,10511,685.00,852.00,956.00,1330.00,1508.00
IA,19,Crawford,0,047,16450,682.00,788.00,919.00,1212.00,1451.00
KS,20,Crawford,0,037,39012,682.00,687.00,901.00,1253.00,1511.00
MI,26,Crawford,0,039,13197,716.00,875.00,1038.00,1245.00,1472.00
MO,29,Crawford,0,055,23023,612.00,729.00,888.00,1235.00,1375.00
OH,39,Crawford,0,033,41861,780.00,811.00,973.00,1283.00,1288.00
