state,state_abbr,state_fips,county_code,msa_code,county_name,adult_1_children_0,adult_1_children_1,adult_1_children_2,adult_1_children_3,adults_2_children_0,adults_2_children_1,adults_2_children_3
Nebraska,NE,31,011,3100003,Boone,4031,5913,8860,11792,7390,9172,11797
Nebraska,NE,31,013,3100001,Box Butte,3984,5845,8757,11655,7304,9065,11660
Nebraska,NE,31,015,3100001,Boyd,4066,5965,8937,11894,7454,9251,11900
Nebraska,NE,31,017,3100001,Brown,4031,5913,8860,11792,7390,9172,11797
Nebraska,NE,31,019,3100006,Buffalo,4311,6325,9476,12612,7904,9810,12618
Nebraska,NE,31,021,3100003,Burt,4124,6050,9065,12065,7561,9384,12071
Nebraska,NE,31,023,3100003,Butler,4031,5913,8860,11792,7390,9172,11797
Nebraska,NE,31,025,36540,Cass,4790,7027,10529,14013,8782,10899,14020
Nebraska,NE,31,027,3100003,Cedar,4066,5965,8937,11894,7454,9251,11900
Nebraska,NE,31,029,3100006,Chase,4031,5913,8860,11792,7390,9172,11797
Nebraska,NE,31,031,3100006,Cherry,4031,5913,8860,11792,7390,9172,11797
Nebraska,NE,31,033,3100001,Cheyenne,3926,5759,8629,11484,7197,8932,11489
Nebraska,NE,31,035,3100006,Clay,3856,5656,8475,11279,7069,8773,11284
Nebraska,NE,31,037,3100003,Colfax,4031,5913,8860,11792,7390,9172,11797
Nebraska,NE,31,039,3100003,Cuming,4043,5930,8885,11826,7411,9198,11831
Nebraska,NE,31,041,3100006,Custer,3751,5502,8243,10971,6876,8534,10976
Nebraska,NE,31,043,43580,Dakota,3599,5279,7910,10527,6598,8188,10532
Nebraska,NE,31,045,3100001,Dawes,3984,5845,8757,11655,7304,9065,11660
Nebraska,NE,31,047,3100006,Dawson,3751,5502,8243,10971,6876,8534,10976
Nebraska,NE,31,049,3100001,Deuel,3926,5759,8629,11484,7197,8932,11489
Nebraska,NE,31,051,3100003,Dixon,3599,5279,7910,10527,6598,8188,10532
Nebraska,NE,31,053,3100003,Dodge,4043,5930,8885,11826,7411,9198,11831
Nebraska,NE,31,055,36540,Douglas,4428,6496,9733,12954,8118,10075,12960
Nebraska,NE,31,057,3100006,Dundy,4031,5913,8860,11792,7390,9172,11797
Nebraska,NE,31,059,3100006,Fillmore,3856,5656,8475,11279,7069,8773,11284
Nebraska,NE,31,061,3100006,Franklin,3856,5656,8475,11279,7069,8773,11284
Nebraska,NE,31,063,3100006,Frontier,3751,5502,8243,10971,6876,8534,10976
Nebraska,NE,31,065,3100006,Furnas,3751,5502,8243,10971,6876,8534,10976
Nebraska,NE,31,067,3100006,Gage,3902,5725,8577,11416,7154,8879,11421
Nebraska,NE,31,069,3100001,Garden,3926,5759,8629,11484,7197,8932,11489
Nebraska,NE,31,071,3100001,Garfield,3891,5708,8552,11382,7133,8853,11387
Nebraska,NE,31,073,3100006,Gosper,3751,5502,8243,10971,6876,8534,10976
Nebraska,NE,31,075,3100006,Grant,4031,5913,8860,11792,7390,9172,11797
Nebraska,NE,31,077,3100006,Greeley,3891,5708,8552,11382,7133,8853,11387
Nebraska,NE,31,079,24260,Hall,3891,5708,8552,11382,7133,8853,11387
Nebraska,NE,31,081,3100006,Hamilton,3891,5708,8552,11382,7133,8853,11387
Nebraska,NE,31,083,3100006,Harlan,4311,6325,9476,12612,7904,9810,12618
Nebraska,NE,31,085,3100006,Hayes,4031,5913,8860,11792,7390,9172,11797
Nebraska,NE,31,087,3100006,Hitchcock,4031,5913,8860,11792,7390,9172,11797
Nebraska,NE,31,089,3100001,Holt,4008,5879,8808,11723,7347,9118,11729
Nebraska,NE,31,091,3100006,Hooker,4031,5913,8860,11792,7390,9172,11797
Nebraska,NE,31,093,24260,Howard,3891,5708,8552,11382,7133,8853,11387
Nebraska,NE,31,095,3100006,Jefferson,3902,5725,8577,11416,7154,8879,11421
Nebraska,NE,31,097,3100006,Johnson,3902,5725,8577,11416,7154,8879,11421
Nebraska,NE,31,099,3100006,Kearney,4311,6325,9476,12612,7904,9810,12618
Nebraska,NE,31,101,3100006,Keith,4031,5913,8860,11792,7390,9172,11797
Nebraska,NE,31,103,3100001,Keya Paha,4066,5965,8937,11894,7454,9251,11900
Nebraska,NE,31,105,3100001,Kimball,3984,5845,8757,11655,7304,9065,11660
Nebraska,NE,31,107,3100003,Knox,4066,5965,8937,11894,7454,9251,11900
Nebraska,NE,31,109,30700,Lancaster,4370,6410,9605,12783,8011,9942,12789
Nebraska,NE,31,111,3100006,Lincoln,4031,5913,8860,11792,7390,9172,11797
Nebraska,NE,31,113,3100006,Logan,4031,5913,8860,11792,7390,9172,11797
Nebraska,NE,31,115,3100001,Loup,3751,5502,8243,10971,6876,8534,10976
Nebraska,NE,31,119,3100006,Madison,4008,5879,8808,11723,7347,9118,11729
Nebraska,NE,31,117,3100003,McPherson,4031,5913,8860,11792,7390,9172,11797
Nebraska,NE,31,121,24260,Merrick,3891,5708,8552,11382,7133,8853,11387
Nebraska,NE,31,123,3100001,Morrill,3984,5845,8757,11655,7304,9065,11660
Nebraska,NE,31,125,3100003,Nance,4031,5913,8860,11792,7390,9172,11797
Nebraska,NE,31,127,3100006,Nemaha,4790,7027,10529,14013,8782,10899,14020
Nebraska,NE,31,129,3100006,Nuckolls,3856,5656,8475,11279,7069,8773,11284
Nebraska,NE,31,131,3100006,Otoe,4790,7027,10529,14013,8782,10899,14020
Nebraska,NE,31,133,3100006,Pawnee,3902,5725,8577,11416,7154,8879,11421
Nebraska,NE,31,135,3100006,Perkins,4031,5913,8860,11792,7390,9172,11797
Nebraska,NE,31,137,3100006,Phelps,4311,6325,9476,12612,7904,9810,12618
Nebraska,NE,31,139,3100003,Pierce,4008,5879,8808,11723,7347,9118,11729
Nebraska,NE,31,141,3100003,Platte,4031,5913,8860,11792,7390,9172,11797
Nebraska,NE,31,143,3100003,Polk,4031,5913,8860,11792,7390,9172,11797
Nebraska,NE,31,145,3100006,Red Willow,3751,5502,8243,10971,6876,8534,10976
Nebraska,NE,31,147,3100006,Richardson,3996,5862,8783,11689,7326,9092,11694
Nebraska,NE,31,149,3100001,Rock,4066,5965,8937,11894,7454,9251,11900
Nebraska,NE,31,151,3100006,Saline,4370,6410,9605,12783,8011,9942,12789
Nebraska,NE,31,153,36540,Sarpy,4288,6290,9425,12544,7861,9756,12549
Nebraska,NE,31,155,36540,Saunders,4475,6565,9836,13091,8204,10182,13096
Nebraska,NE,31,157,3100001,Scotts Bluff,3984,5845,8757,11655,7304,9065,11660
Nebraska,NE,31,159,30700,Seward,4370,6410,9605,12783,8011,9942,12789
Nebraska,NE,31,161,3100001,Sheridan,3984,5845,8757,11655,7304,9065,11660
Nebraska,NE,31,163,3100006,Sherman,4311,6325,9476,12612,7904,9810,12618
Nebraska,NE,31,165,3100001,Sioux,3984,5845,8757,11655,7304,9065,11660
Nebraska,NE,31,167,3100003,Stanton,4008,5879,8808,11723,7347,9118,11729
Nebraska,NE,31,169,3100006,Thayer,3902,5725,8577,11416,7154,8879,11421
Nebraska,NE,31,171,3100006,Thomas,4031,5913,8860,11792,7390,9172,11797
Nebraska,NE,31,173,3100003,Thurston,3599,5279,7910,10527,6598,8188,10532
Nebraska,NE,31,175,3100006,Valley,3891,5708,8552,11382,7133,8853,11387
Nebraska,NE,31,177,36540,Washington,4124,6050,9065,12065,7561,9384,12071
Nebraska,NE,31,179,3100003,Wayne,4008,5879,8808,11723,7347,9118,11729
Nebraska,NE,31,181,3100006,Webster,3856,5656,8475,11279,7069,8773,11284
Nebraska,NE,31,183,3100003,Wheeler,4008,5879,8808,11723,7347,9118,11729
Nebraska,NE,31,185,3100006,York,3891,5708,8552,11382,7133,8853,11387
Nevada,NV,32,510,3200006,Carson City,4335,6359,9528,12680,7947,9863,12686
Nevada,NV,32,001,29820,Churchill,4195,6153,9219,12270,7690,9544,12276
Nevada,NV,32,003,3200006,Clark,4241,6222,9322,12407,7776,9650,12413
Nevada,NV,32,005,3200006,Douglas,4580,6719,10067,13398,8397,10421,13404
Nevada,NV,32,007,3200006,Elko,4265,6256,9373,12475,7818,9703,12481
Nevada,NV,32,009,3200006,Esmeralda,4089,5999,8988,11963,7497,9304,11968
Nevada,NV,32,011,3200006,Eureka,4265,6256,9373,12475,7818,9703,12481
Nevada,NV,32,013,3200006,Humboldt,4265,6256,9373,12475,7818,9703,12481
Nevada,NV,32,015,3200006,Lander,4265,6256,9373,12475,7818,9703,12481
Nevada,NV,32,017,39900,Lincoln,4346,6376,9553,12715,7968,9889,12720
Nevada,NV,32,019,3200006,Lyon,4311,6325,9476,12612,7904,9810,12618
Nevada,NV,32,021,3200006,Mineral,4195,6153,9219,12270,7690,9544,12276
Nevada,NV,32,023,3200006,Nye,4089,5999,8988,11963,7497,9304,11968
Nevada,NV,32,027,39900,Pershing,4195,6153,9219,12270,7690,9544,12276
Nevada,NV,32,029,39900,Storey,4744,6959,10426,13877,8697,10793,13883
Nevada,NV,32,031,3200006,Washoe,4744,6959,10426,13877,8697,10793,13883
Nevada,NV,32,033,16180,White Pine,4265,6256,9373,12475,7818,9703,12481
New Hampshire,NH,33,001,3300002,Belknap,4662,6839,10247,13637,8547,10607,13644
New Hampshire,NH,33,003,3300001,Carroll,4779,7010,10503,13979,8761,10873,13985
New Hampshire,NH,33,005,3300006,Cheshire,4452,6530,9784,13022,8161,10129,13028
New Hampshire,NH,33,007,3300001,Coos,4440,6513,9759,12988,8140,10102,12994
New Hampshire,NH,33,009,3300001,Grafton,4650,6822,10221,13603,8525,10580,13609
New Hampshire,NH,33,011,31700,Hillsborough,4627,6787,10170,13535,8483,10527,13541
New Hampshire,NH,33,013,3300002,Merrimack,4592,6736,10092,13432,8418,10448,13438
New Hampshire,NH,33,015,14460,Rockingham,4685,6873,10298,13706,8590,10660,13712
New Hampshire,NH,33,017,14460,Strafford,4522,6633,9938,13227,8290,10288,13233
New Hampshire,NH,33,019,3300006,Sullivan,4241,6222,9322,12407,7776,9650,12413
New Jersey,NJ,34,001,12100,Atlantic,4475,6565,9836,13091,8204,10182,13096
New Jersey,NJ,34,003,35620,Bergen,4907,7199,10786,14355,8997,11165,14362
New Jersey,NJ,34,005,37980,Burlington,4533,6650,9964,13261,8311,10315,13267
New Jersey,NJ,34,007,37980,Camden,4697,6890,10324,13740,8611,10687,13746
New Jersey,NJ,34,009,12100,Cape May,5001,7336,10991,14629,9168,11378,14635
New Jersey,NJ,34,011,47220,Cumberland,4136,6067,9091,12099,7583,9411,12105
New Jersey,NJ,34,013,35620,Essex,5083,7456,11171,14868,9318,11564,14875
New Jersey,NJ,34,015,37980,Gloucester,4346,6376,9553,12715,7968,9889,12720
New Jersey,NJ,34,017,35620,Hudson,4300,6307,9450,12578,7883,9783,12584
New Jersey,NJ,34,019,35620,Hunterdon,4603,6753,10118,13467,8440,10474,13473
New Jersey,NJ,34,021,45940,Mercer,4720,6924,10375,13808,8654,10740,13815
New Jersey,NJ,34,023,35620,Middlesex,4393,6445,9656,12851,8054,9996,12857
New Jersey,NJ,34,025,35620,Monmouth,4907,7199,10786,14355,8997,11165,14362
New Jersey,NJ,34,027,35620,Morris,4954,7267,10889,14492,9082,11272,14498
New Jersey,NJ,34,029,35620,Ocean,4568,6702,10041,13364,8375,10394,13370
New Jersey,NJ,34,031,35620,Passaic,4603,6753,10118,13467,8440,10474,13473
New Jersey,NJ,34,033,37980,Salem,4767,6993,10478,13945,8740,10846,13951
New Jersey,NJ,34,035,35620,Somerset,4825,7079,10606,14116,8847,10979,14122
New Jersey,NJ,34,037,35620,Sussex,4650,6822,10221,13603,8525,10580,13609
New Jersey,NJ,34,039,35620,Union,4697,6890,10324,13740,8611,10687,13746
New Jersey,NJ,34,041,10900,Warren,4498,6599,9887,13159,8247,10235,13165
New Mexico,NM,35,001,10740,Bernalillo,4159,6102,9142,12168,7626,9464,12173
New Mexico,NM,35,003,3500006,Catron,4171,6119,9168,12202,7647,9491,12207
New Mexico,NM,35,005,3500007,Chaves,3902,5725,8577,11416,7154,8879,11421
New Mexico,NM,35,006,3500006,Cibola,3739,5485,8218,10937,6855,8507,10942
New Mexico,NM,35,007,3500006,Colfax,4802,7044,10555,14048,8804,10926,14054
New Mexico,NM,35,009,3500007,Curry,4113,6033,9040,12031,7540,9358,12036
New Mexico,NM,35,011,3500007,De Baca,4113,6033,9040,12031,7540,9358,12036
New Mexico,NM,35,013,29740,Doña Ana,3961,5810,8706,11587,7262,9012,11592
New Mexico,NM,35,015,3500007,Eddy,4089,5999,8988,11963,7497,9304,11968
New Mexico,NM,35,017,3500007,Grant,4171,6119,9168,12202,7647,9491,12207
New Mexico,NM,35,019,3500007,Guadalupe,4008,5879,8808,11723,7347,9118,11729
New Mexico,NM,35,021,3500007,Harding,4008,5879,8808,11723,7347,9118,11729
New Mexico,NM,35,023,3500007,Hidalgo,4171,6119,9168,12202,7647,9491,12207
New Mexico,NM,35,025,3500007,Lea,4089,5999,8988,11963,7497,9304,11968
New Mexico,NM,35,027,3500007,Lincoln,4323,6342,9502,12646,7926,9836,12652
New Mexico,NM,35,028,3500006,Los Alamos,4627,6787,10170,13535,8483,10527,13541
New Mexico,NM,35,029,3500007,Luna,3692,5416,8115,10801,6769,8401,10805
New Mexico,NM,35,031,3500006,McKinley,3961,5810,8706,11587,7262,9012,11592
New Mexico,NM,35,033,3500006,Mora,4008,5879,8808,11723,7347,9118,11729
New Mexico,NM,35,035,3500007,Otero,4031,5913,8860,11792,7390,9172,11797
New Mexico,NM,35,037,3500007,Quay,4113,6033,9040,12031,7540,9358,12036
New Mexico,NM,35,039,3500006,Rio Arriba,3902,5725,8577,11416,7154,8879,11421
New Mexico,NM,35,041,3500007,Roosevelt,4113,6033,9040,12031,7540,9358,12036
New Mexico,NM,35,043,10740,Sandoval,4218,6187,9271,12339,7733,9597,12344
New Mexico,NM,35,045,22140,San Juan,3973,5828,8731,11621,7283,9039,11626
New Mexico,NM,35,047,3500006,San Miguel,4008,5879,8808,11723,7347,9118,11729
New Mexico,NM,35,049,42140,Santa Fe,4627,6787,10170,13535,8483,10527,13541
New Mexico,NM,35,051,3500007,Sierra,4171,6119,9168,12202,7647,9491,12207
New Mexico,NM,35,053,3500007,Socorro,3902,5725,8577,11416,7154,8879,11421
New Mexico,NM,35,055,3500006,Taos,4802,7044,10555,14048,8804,10926,14054
New Mexico,NM,35,057,10740,Torrance,4159,6102,9142,12168,7626,9464,12173
New Mexico,NM,35,059,3500007,Union,3587,5262,7884,10493,6576,8161,10498
New Mexico,NM,35,061,10740,Valencia,3902,5725,8577,11416,7154,8879,11421
New York,NY,36,001,10580,Albany,4615,6770,10144,13501,8461,10501,13507
New York,NY,36,003,3600004,Allegany,4381,6427,9630,12817,8033,9969,12823
New York,NY,36,005,35620,Bronx,4557,6685,10015,13330,8354,10368,13336
New York,NY,36,007,13780,Broome,4440,6513,9759,12988,8140,10102,12994
New York,NY,36,009,3600004,Cattaraugus,4136,6067,9091,12099,7583,9411,12105
New York,NY,36,011,3600006,Cayuga,4417,6479,9707,12920,8097,10049,12925
New York,NY,36,013,3600004,Chautauqua,4300,6307,9450,12578,7883,9783,12584
New York,NY,36,015,21300,Chemung,4265,6256,9373,12475,7818,9703,12481
New York,NY,36,017,3600006,Chenango,4078,5982,8963,11928,7476,9278,11934
New York,NY,36,019,3600001,Clinton,4370,6410,9605,12783,8011,9942,12789
New York,NY,36,021,3600006,Columbia,4627,6787,10170,13535,8483,10527,13541
New York,NY,36,023,3600006,Cortland,4276,6273,9399,12510,7840,9730,12515
New York,NY,36,025,3600006,Delaware,4697,6890,10324,13740,8611,10687,13746
New York,NY,36,027,28880,Dutchess,4533,6650,9964,13261,8311,10315,13267
New York,NY,36,029,15380,Erie,4627,6787,10170,13535,8483,10527,13541
New York,NY,36,031,3600001,Essex,4674,6856,10272,13672,8568,10634,13678
New York,NY,36,033,3600001,Franklin,4230,6205,9296,12373,7754,9623,12378
New York,NY,36,035,3600001,Fulton,4113,6033,9040,12031,7540,9358,12036
New York,NY,36,037,3600004,Genesee,4159,6102,9142,12168,7626,9464,12173
New York,NY,36,039,3600006,Greene,4463,6547,9810,13056,8183,10155,13062
New York,NY,36,041,3600001,Hamilton,4580,6719,10067,13398,8397,10421,13404
New York,NY,36,043,46540,Herkimer,4136,6067,9091,12099,7583,9411,12105
New York,NY,36,045,48060,Jefferson,4253,6239,9348,12441,7797,9677,12447
New York,NY,36,047,35620,Kings,5118,7507,11248,14970,9382,11644,14977
New York,NY,36,049,3600001,Lewis,3902,5725,8577,11416,7154,8879,11421
New York,NY,36,051,40380,Livingston,4393,6445,9656,12851,8054,9996,12857
New York,NY,36,053,45060,Madison,4358,6393,9579,12749,7990,9916,12754
New York,NY,36,055,40380,Monroe,4592,6736,10092,13432,8418,10448,13438
New York,NY,36,057,3600001,Montgomery,4253,6239,9348,12441,7797,9677,12447
New York,NY,36,059,35620,Nassau,4825,7079,10606,14116,8847,10979,14122
New York,NY,36,061,35620,New York,7116,10438,15640,20815,13045,16190,20824
New York,NY,36,063,15380,Niagara,4288,6290,9425,12544,7861,9756,12549
New York,NY,36,065,46540,Oneida,4288,6290,9425,12544,7861,9756,12549
New York,NY,36,067,45060,Onondaga,4580,6719,10067,13398,8397,10421,13404
New York,NY,36,069,40380,Ontario,4545,6667,9990,13296,8333,10341,13302
New York,NY,36,071,28880,Orange,4393,6445,9656,12851,8054,9996,12857
New York,NY,36,073,40380,Orleans,4089,5999,8988,11963,7497,9304,11968
New York,NY,36,075,45060,Oswego,4148,6085,9117,12134,7604,9437,12139
New York,NY,36,077,3600006,Otsego,4417,6479,9707,12920,8097,10049,12925
New York,NY,36,079,35620,Putnam,4931,7233,10837,14424,9039,11218,14430
New York,NY,36,081,35620,Queens,4568,6702,10041,13364,8375,10394,13370
New York,NY,36,083,10580,Rensselaer,4487,6582,9861,13125,8225,10208,13131
New York,NY,36,085,35620,Richmond,4592,6736,10092,13432,8418,10448,13438
New York,NY,36,087,35620,Rockland,4545,6667,9990,13296,8333,10341,13302
New York,NY,36,091,3600001,Saratoga,4744,6959,10426,13877,8697,10793,13883
New York,NY,36,093,10580,Schenectady,4405,6462,9682,12886,8076,10022,12891
New York,NY,36,095,10580,Schoharie,4124,6050,9065,12065,7561,9384,12071
New York,NY,36,097,10580,Schuyler,4265,6256,9373,12475,7818,9703,12481
New York,NY,36,099,3600004,Seneca,4031,5913,8860,11792,7390,9172,11797
New York,NY,36,101,3600004,Steuben,4381,6427,9630,12817,8033,9969,12823
New York,NY,36,089,3600004,Saint Lawrence,4311,6325,9476,12612,7904,9810,12618
New York,NY,36,103,35620,Suffolk,4837,7096,10632,14150,8868,11006,14156
New York,NY,36,105,3600006,Sullivan,4148,6085,9117,12134,7604,9437,12139
New York,NY,36,107,13780,Tioga,4428,6496,9733,12954,8118,10075,12960
New York,NY,36,109,27060,Tompkins,4919,7216,10812,14389,9018,11192,14396
New York,NY,36,111,28740,Ulster,4533,6650,9964,13261,8311,10315,13267
New York,NY,36,113,24020,Warren,4580,6719,10067,13398,8397,10421,13404
New York,NY,36,115,24020,Washington,4545,6667,9990,13296,8333,10341,13302
New York,NY,36,117,40380,Wayne,4230,6205,9296,12373,7754,9623,12378
New York,NY,36,119,35620,Westchester,4966,7284,10914,14526,9104,11298,14533
New York,NY,36,121,3600004,Wyoming,4300,6307,9450,12578,7883,9783,12584
New York,NY,36,123,3600004,Yates,4580,6719,10067,13398,8397,10421,13404
North Carolina,NC,37,001,15500,Alamance,4253,6239,9348,12441,7797,9677,12447
North Carolina,NC,37,003,25860,Alexander,3902,5725,8577,11416,7154,8879,11421
North Carolina,NC,37,005,3700003,Alleghany,3856,5656,8475,11279,7069,8773,11284
North Carolina,NC,37,007,16740,Anson,3867,5673,8500,11313,7090,8799,11318
North Carolina,NC,37,009,3700003,Ashe,3856,5656,8475,11279,7069,8773,11284
North Carolina,NC,37,011,3700003,Avery,4884,7164,10735,14287,8954,11112,14293
North Carolina,NC,37,013,3700001,Beaufort,4019,5896,8834,11758,7369,9145,11763
North Carolina,NC,37,015,3700001,Bertie,3832,5622,8423,11211,7026,8720,11216
North Carolina,NC,37,017,3700002,Bladen,3984,5845,8757,11655,7304,9065,11660
North Carolina,NC,37,019,48900,Brunswick,4545,6667,9990,13296,8333,10341,13302
North Carolina,NC,37,021,11700,Buncombe,4896,7182,10760,14321,8975,11139,14327
North Carolina,NC,37,023,25860,Burke,3867,5673,8500,11313,7090,8799,11318
North Carolina,NC,37,025,16740,Cabarrus,4311,6325,9476,12612,7904,9810,12618
North Carolina,NC,37,027,25860,Caldwell,3821,5605,8398,11177,7005,8693,11182
North Carolina,NC,37,029,47260,Camden,4066,5965,8937,11894,7454,9251,11900
North Carolina,NC,37,031,3700001,Carteret,4685,6873,10298,13706,8590,10660,13712
North Carolina,NC,37,033,3700002,Caswell,3891,5708,8552,11382,7133,8853,11387
North Carolina,NC,37,035,25860,Catawba,4124,6050,9065,12065,7561,9384,12071
North Carolina,NC,37,037,20500,Chatham,4498,6599,9887,13159,8247,10235,13165
North Carolina,NC,37,039,3700003,Cherokee,3949,5793,8680,11553,7240,8985,11558
North Carolina,NC,37,041,3700001,Chowan,4066,5965,8937,11894,7454,9251,11900
North Carolina,NC,37,043,3700003,Clay,3949,5793,8680,11553,7240,8985,11558
North Carolina,NC,37,045,3700003,Cleveland,3821,5605,8398,11177,7005,8693,11182
North Carolina,NC,37,047,3700002,Columbus,3774,5536,8295,11040,6919,8587,11045
North Carolina,NC,37,049,3700001,Craven,4323,6342,9502,12646,7926,9836,12652
North Carolina,NC,37,051,22180,Cumberland,4124,6050,9065,12065,7561,9384,12071
North Carolina,NC,37,053,47260,Currituck,4767,6993,10478,13945,8740,10846,13951
North Carolina,NC,37,055,3700001,Dare,4849,7113,10657,14184,8890,11032,14191
North Carolina,NC,37,057,49180,Davidson,3914,5742,8603,11450,7176,8906,11455
North Carolina,NC,37,059,49180,Davie,4031,5913,8860,11792,7390,9172,11797
North Carolina,NC,37,061,3700001,Duplin,3844,5639,8449,11245,7047,8746,11250
North Carolina,NC,37,063,20500,Durham,4533,6650,9964,13261,8311,10315,13267
North Carolina,NC,37,065,40580,Edgecombe,3774,5536,8295,11040,6919,8587,11045
North Carolina,NC,37,067,49180,Forsyth,4393,6445,9656,12851,8054,9996,12857
North Carolina,NC,37,069,39580,Franklin,3984,5845,8757,11655,7304,9065,11660
North Carolina,NC,37,071,16740,Gaston,4066,5965,8937,11894,7454,9251,11900
North Carolina,NC,37,073,47260,Gates,3832,5622,8423,11211,7026,8720,11216
North Carolina,NC,37,075,3700003,Graham,3949,5793,8680,11553,7240,8985,11558
North Carolina,NC,37,077,3700002,Granville,4019,5896,8834,11758,7369,9145,11763
North Carolina,NC,37,079,3700001,Greene,4019,5896,8834,11758,7369,9145,11763
North Carolina,NC,37,081,24660,Guilford,4311,6325,9476,12612,7904,9810,12618
North Carolina,NC,37,083,3700001,Halifax,3821,5605,8398,11177,7005,8693,11182
North Carolina,NC,37,085,3700002,Harnett,4113,6033,9040,12031,7540,9358,12036
North Carolina,NC,37,087,3700003,Haywood,4393,6445,9656,12851,8054,9996,12857
North Carolina,NC,37,089,11700,Henderson,4346,6376,9553,12715,7968,9889,12720
North Carolina,NC,37,091,3700001,Hertford,3832,5622,8423,11211,7026,8720,11216
North Carolina,NC,37,093,22180,Hoke,3937,5776,8654,11518,7219,8959,11523
North Carolina,NC,37,095,3700001,Hyde,4849,7113,10657,14184,8890,11032,14191
North Carolina,NC,37,097,16740,Iredell,4323,6342,9502,12646,7926,9836,12652
North Carolina,NC,37,099,3700003,Jackson,4043,5930,8885,11826,7411,9198,11831
North Carolina,NC,37,101,39580,Johnston,4311,6325,9476,12612,7904,9810,12618
North Carolina,NC,37,103,3700001,Jones,4323,6342,9502,12646,7926,9836,12652
North Carolina,NC,37,105,3700002,Lee,4101,6016,9014,11997,7519,9331,12002
North Carolina,NC,37,107,3700001,Lenoir,3949,5793,8680,11553,7240,8985,11558
North Carolina,NC,37,109,16740,Lincoln,4276,6273,9399,12510,7840,9730,12515
North Carolina,NC,37,113,3700003,Macon,4008,5879,8808,11723,7347,9118,11729
North Carolina,NC,37,115,3700003,Madison,4767,6993,10478,13945,8740,10846,13951
North Carolina,NC,37,117,11700,Martin,3774,5536,8295,11040,6919,8587,11045
North Carolina,NC,37,111,3700001,McDowell,3856,5656,8475,11279,7069,8773,11284
North Carolina,NC,37,119,16740,Mecklenburg,4779,7010,10503,13979,8761,10873,13985
North Carolina,NC,37,121,3700003,Mitchell,3856,5656,8475,11279,7069,8773,11284
North Carolina,NC,37,123,3700002,Montgomery,3774,5536,8295,11040,6919,8587,11045
North Carolina,NC,37,125,38240,Moore,4814,7062,10580,14082,8825,10953,14088
North Carolina,NC,37,127,40580,Nash,3984,5845,8757,11655,7304,9065,11660
North Carolina,NC,37,129,48900,New Hanover,4779,7010,10503,13979,8761,10873,13985
North Carolina,NC,37,131,3700001,Northampton,3821,5605,8398,11177,7005,8693,11182
North Carolina,NC,37,133,27340,Onslow,4159,6102,9142,12168,7626,9464,12173
North Carolina,NC,37,135,20500,Orange,5188,7610,11402,15176,9511,11803,15182
North Carolina,NC,37,137,3700001,Pamlico,4323,6342,9502,12646,7926,9836,12652
North Carolina,NC,37,139,3700001,Pasquotank,4066,5965,8937,11894,7454,9251,11900
North Carolina,NC,37,141,48900,Pender,4650,6822,10221,13603,8525,10580,13609
North Carolina,NC,37,143,3700001,Perquimans,4066,5965,8937,11894,7454,9251,11900
North Carolina,NC,37,145,20500,Person,3949,5793,8680,11553,7240,8985,11558
North Carolina,NC,37,147,24780,Pitt,4218,6187,9271,12339,7733,9597,12344
North Carolina,NC,37,149,3700003,Polk,4346,6376,9553,12715,7968,9889,12720
North Carolina,NC,37,151,24660,Randolph,3961,5810,8706,11587,7262,9012,11592
North Carolina,NC,37,153,3700002,Richmond,3856,5656,8475,11279,7069,8773,11284
North Carolina,NC,37,155,3700002,Robeson,3704,5433,8141,10835,6790,8427,10840
North Carolina,NC,37,157,24660,Rockingham,3879,5690,8526,11347,7112,8826,11353
North Carolina,NC,37,159,16740,Rowan,4113,6033,9040,12031,7540,9358,12036
North Carolina,NC,37,161,3700003,Rutherford,3879,5690,8526,11347,7112,8826,11353
North Carolina,NC,37,163,3700002,Sampson,3797,5570,8346,11108,6962,8640,11113
North Carolina,NC,37,165,3700002,Scotland,3797,5570,8346,11108,6962,8640,11113
North Carolina,NC,37,167,3700002,Stanly,4019,5896,8834,11758,7369,9145,11763
North Carolina,NC,37,169,49180,Stokes,4066,5965,8937,11894,7454,9251,11900
North Carolina,NC,37,171,3700003,Surry,3937,5776,8654,11518,7219,8959,11523
North Carolina,NC,37,173,3700003,Swain,4043,5930,8885,11826,7411,9198,11831
North Carolina,NC,37,175,3700003,Transylvania,4300,6307,9450,12578,7883,9783,12584
North Carolina,NC,37,177,3700001,Tyrrell,4066,5965,8937,11894,7454,9251,11900
North Carolina,NC,37,179,16740,Union,4487,6582,9861,13125,8225,10208,13131
North Carolina,NC,37,181,3700002,Vance,3844,5639,8449,11245,7047,8746,11250
North Carolina,NC,37,183,39580,Wake,4744,6959,10426,13877,8697,10793,13883
North Carolina,NC,37,185,3700002,Warren,3844,5639,8449,11245,7047,8746,11250
North Carolina,NC,37,187,3700001,Washington,3774,5536,8295,11040,6919,8587,11045
North Carolina,NC,37,189,3700003,Watauga,4884,7164,10735,14287,8954,11112,14293
North Carolina,NC,37,191,24140,Wayne,3891,5708,8552,11382,7133,8853,11387
North Carolina,NC,37,193,3700003,Wilkes,3996,5862,8783,11689,7326,9092,11694
North Carolina,NC,37,195,3700001,Wilson,4043,5930,8885,11826,7411,9198,11831
North Carolina,NC,37,197,49180,Yadkin,3996,5862,8783,11689,7326,9092,11694
