state,state_abbr,county_name,state_fips,county_code,county_lowest_cost,state_average_cost
Montana,MT,Prairie,30,077,99.95,86.37
Montana,MT,Ravalli,30,079,69.99,86.37
Montana,MT,Richland,30,081,99.76,86.37
Montana,MT,Roosevelt,30,083,116.65,86.37
Montana,MT,Rosebud,30,085,79.98,86.37
Montana,MT,Sanders,30,087,249.00,86.37
Montana,MT,Sheridan,30,089,125.00,86.37
Montana,MT,Silver Bow,30,091,84.95,86.37
Montana,MT,Stillwater,30,093,97.23,86.37
Montana,MT,Sweet Grass,30,095,84.50,86.37
Montana,MT,Teton,30,097,74.50,86.37
Montana,MT,Toole,30,099,59.99,86.37
Montana,MT,Treasure,30,101,84.98,86.37
Montana,MT,Valley,30,103,116.65,86.37
Montana,MT,Wheatland,30,105,99.48,86.37
Montana,MT,Wibaux,30,107,87.45,86.37
Montana,MT,Yellowstone,30,109,95.04,86.37
Nebraska,NE,Adams,30,111,71.47,75.34
Nebraska,NE,Antelope,31,001,60.50,75.34
Nebraska,NE,Arthur,31,003,76.62,75.34
Nebraska,NE,Banner,31,005,,75.34
Nebraska,NE,Blaine,31,007,94.95,75.34
Nebraska,NE,Boone,31,009,60.00,75.34
Nebraska,NE,Box Butte,31,011,69.98,75.34
Nebraska,NE,Boyd,31,013,89.95,75.34
Nebraska,NE,Brown,31,015,89.95,75.34
Nebraska,NE,Buffalo,31,017,74.31,75.34
Nebraska,NE,Burt,31,019,49.95,75.34
Nebraska,NE,Butler,31,021,69.99,75.34
Nebraska,NE,Cass,31,023,66.48,75.34
Nebraska,NE,Cedar,31,025,72.50,75.34
Nebraska,NE,Chase,31,027,57.55,75.34
Nebraska,NE,Cherry,31,029,82.46,75.34
Nebraska,NE,Cheyenne,31,031,69.98,75.34
Nebraska,NE,Clay,31,033,49.95,75.34
Nebraska,NE,Colfax,31,035,60.00,75.34
Nebraska,NE,Cuming,31,037,55.00,75.34
Nebraska,NE,Custer,31,039,87.96,75.34
Nebraska,NE,Dakota,31,041,55.00,75.34
Nebraska,NE,Dawes,31,043,69.98,75.34
Nebraska,NE,Dawson,31,045,74.30,75.34
Nebraska,NE,Deuel,31,047,69.98,75.34
Nebraska,NE,Dixon,31,049,60.00,75.34
Nebraska,NE,Dodge,31,051,70.16,75.34
Nebraska,NE,Douglas,31,053,73.99,75.34
Nebraska,NE,Dundy,31,055,55.10,75.34
Nebraska,NE,Fillmore,31,057,69.98,75.34
Nebraska,NE,Franklin,31,059,59.97,75.34
Nebraska,NE,Frontier,31,061,89.95,75.34
Nebraska,NE,Furnas,31,063,61.48,75.34
Nebraska,NE,Gage,31,065,53.30,75.34
Nebraska,NE,Garden,31,067,86.62,75.34
Nebraska,NE,Garfield,31,069,82.47,75.34
Nebraska,NE,Gosper,31,071,73.31,75.34
Nebraska,NE,Grant,31,073,89.95,75.34
Nebraska,NE,Greeley,31,075,99.95,75.34
Nebraska,NE,Hall,31,077,69.97,75.34
Nebraska,NE,Hamilton,31,079,56.77,75.34
Nebraska,NE,Harlan,31,081,61.48,75.34
Nebraska,NE,Hayes,31,083,72.53,75.34
Nebraska,NE,Hitchcock,31,085,57.55,75.34
Nebraska,NE,Holt,31,087,86.95,75.34
Nebraska,NE,Hooker,31,089,89.95,75.34
Nebraska,NE,Howard,31,091,81.97,75.34
Nebraska,NE,Jefferson,31,093,69.96,75.34
Nebraska,NE,Johnson,31,095,69.99,75.34
Nebraska,NE,Kearney,31,097,69.97,75.34
Nebraska,NE,Keith,31,099,73.30,75.34
Nebraska,NE,Keya Paha,31,101,89.95,75.34
Nebraska,NE,Kimball,31,103,71.24,75.34
Nebraska,NE,Knox,31,105,77.97,75.34
Nebraska,NE,Lancaster,31,107,65.19,75.34
Nebraska,NE,Lincoln,31,109,75.18,75.34
Nebraska,NE,Logan,31,111,89.95,75.34
Nebraska,NE,Loup,31,113,94.95,75.34
Nebraska,NE,Madison,31,115,67.75,75.34
Nebraska,NE,McPherson,31,119,69.95,75.34
Nebraska,NE,Merrick,31,117,65.00,75.34
Nebraska,NE,Morrill,31,121,69.98,75.34
Nebraska,NE,Nance,31,123,60.00,75.34
Nebraska,NE,Nemaha,31,125,73.31,75.34
Nebraska,NE,Nuckolls,31,127,49.95,75.34
Nebraska,NE,Otoe,31,129,66.48,75.34
Nebraska,NE,Pawnee,31,131,59.97,75.34
Nebraska,NE,Perkins,31,133,79.97,75.34
Nebraska,NE,Phelps,31,135,59.98,75.34
Nebraska,NE,Pierce,31,137,67.75,75.34
Nebraska,NE,Platte,31,139,69.99,75.34
Nebraska,NE,Polk,31,141,74.99,75.34
Nebraska,NE,Red Willow,31,143,57.55,75.34
Nebraska,NE,Richardson,31,145,79.98,75.34
Nebraska,NE,Rock,31,147,96.63,75.34
Nebraska,NE,Saline,31,149,69.99,75.34
Nebraska,NE,Sarpy,31,151,65.33,75.34
Nebraska,NE,Saunders,31,153,67.99,75.34
Nebraska,NE,Scotts Bluff,31,155,69.98,75.34
Nebraska,NE,Seward,31,157,60.00,75.34
Nebraska,NE,Sheridan,31,159,74.98,75.34
Nebraska,NE,Sherman,31,161,82.47,75.34
Nebraska,NE,Sioux,31,163,60.00,75.34
Nebraska,NE,Stanton,31,165,67.48,75.34
Nebraska,NE,Thayer,31,167,59.99,75.34
Nebraska,NE,Thomas,31,169,89.95,75.34
Nebraska,NE,Thurston,31,171,78.00,75.34
Nebraska,NE,Valley,31,173,89.96,75.34
Nebraska,NE,Washington,31,175,74.18,75.34
Nebraska,NE,Wayne,31,177,72.50,75.34
Nebraska,NE,Webster,31,179,49.95,75.34
Nebraska,NE,Wheeler,31,181,94.12,75.34
Nebraska,NE,York,31,183,61.63,75.34
Nevada,NV,Carson City,31,185,63.33,89.12
Nevada,NV,Churchill,32,510,59.99,89.12
Nevada,NV,Clark,32,001,79.10,89.12
Nevada,NV,Douglas,32,003,84.99,89.12
Nevada,NV,Elko,32,005,88.72,89.12
Nevada,NV,Esmeralda,32,007,,89.12
Nevada,NV,Eureka,32,009,,89.12
Nevada,NV,Humboldt,32,011,94.65,89.12
Nevada,NV,Lander,32,013,,89.12
Nevada,NV,Lincoln,32,015,178.00,89.12
Nevada,NV,Lyon,32,017,63.33,89.12
Nevada,NV,Mineral,32,019,65.00,89.12
Nevada,NV,Nye,32,021,91.00,89.12
Nevada,NV,Pershing,32,023,,89.12
Nevada,NV,Storey,32,027,63.33,89.12
Nevada,NV,Washoe,32,029,64.00,89.12
Nevada,NV,White Pine,32,031,,89.12
New Hampshire,NH,Belknap,32,033,58.78,66.09
New Hampshire,NH,Carroll,33,001,58.78,66.09
New Hampshire,NH,Cheshire,33,003,62.66,66.09
New Hampshire,NH,Coos,33,005,53.99,66.09
New Hampshire,NH,Grafton,33,007,59.68,66.09
New Hampshire,NH,Hillsborough,33,009,100.64,66.09
New Hampshire,NH,Merrimack,33,011,54.77,66.09
New Hampshire,NH,Rockingham,33,013,101.57,66.09
New Hampshire,NH,Strafford,33,015,58.78,66.09
New Hampshire,NH,Sullivan,33,017,66.51,66.09
New Jersey,NJ,Atlantic,33,019,67.49,65.43
New Jersey,NJ,Bergen,34,001,58.99,65.43
New Jersey,NJ,Burlington,34,003,59.99,65.43
New Jersey,NJ,Camden,34,005,119.98,65.43
New Jersey,NJ,Cape May,34,007,67.49,65.43
New Jersey,NJ,Cumberland,34,009,67.49,65.43
New Jersey,NJ,Essex,34,011,59.99,65.43
New Jersey,NJ,Gloucester,34,013,119.98,65.43
New Jersey,NJ,Hudson,34,015,62.49,65.43
New Jersey,NJ,Hunterdon,34,017,57.44,65.43
New Jersey,NJ,Mercer,34,019,119.98,65.43
New Jersey,NJ,Middlesex,34,021,56.24,65.43
New Jersey,NJ,Monmouth,34,023,59.99,65.43
New Jersey,NJ,Morris,34,025,57.45,65.43
New Jersey,NJ,Ocean,34,027,59.99,65.43
New Jersey,NJ,Passaic,34,029,48.29,65.43
New Jersey,NJ,Salem,34,031,67.49,65.43
New Jersey,NJ,Somerset,34,033,56.24,65.43
New Jersey,NJ,Sussex,34,035,42.94,65.43
New Jersey,NJ,Union,34,037,56.24,65.43
New Jersey,NJ,Warren,34,039,54.94,65.43
New Mexico,NM,Bernalillo,34,041,103.31,73.56
New Mexico,NM,Catron,35,001,59.99,73.56
New Mexico,NM,Chaves,35,003,63.32,73.56
New Mexico,NM,Cibola,35,005,105.00,73.56
New Mexico,NM,Colfax,35,006,50.00,73.56
New Mexico,NM,Curry,35,007,69.98,73.56
New Mexico,NM,De Baca,35,009,50.00,73.56
New Mexico,NM,Doña Ana,35,011,78.31,73.56
New Mexico,NM,Eddy,35,013,62.00,73.56
New Mexico,NM,Grant,35,015,72.47,73.56
New Mexico,NM,Guadalupe,35,017,50.00,73.56
New Mexico,NM,Harding,35,019,50.00,73.56
New Mexico,NM,Hidalgo,35,021,64.95,73.56
New Mexico,NM,Lea,35,023,88.98,73.56
New Mexico,NM,Lincoln,35,025,65.65,73.56
New Mexico,NM,Los Alamos,35,027,82.47,73.56
New Mexico,NM,Luna,35,028,72.47,73.56
New Mexico,NM,McKinley,35,029,79.99,73.56
New Mexico,NM,Mora,35,031,69.95,73.56
New Mexico,NM,Otero,35,033,75.65,73.56
New Mexico,NM,Quay,35,035,50.00,73.56
New Mexico,NM,Rio Arriba,35,037,79.99,73.56
New Mexico,NM,Roosevelt,35,039,84.98,73.56
New Mexico,NM,San Juan,35,041,75.00,73.56
New Mexico,NM,San Miguel,35,043,65.00,73.56
New Mexico,NM,Sandoval,35,045,67.50,73.56
New Mexico,NM,Santa Fe,35,047,71.22,73.56
New Mexico,NM,Sierra,35,049,73.48,73.56
New Mexico,NM,Socorro,35,051,56.00,73.56
New Mexico,NM,Taos,35,053,79.99,73.56
New Mexico,NM,Torrance,35,055,65.00,73.56
New Mexico,NM,Union,35,057,84.00,73.56
New Mexico,NM,Valencia,35,059,65.00,73.56
New York,NY,Albany,35,061,61.66,76.47
New York,NY,Allegany,36,001,69.99,76.47
New York,NY,Bronx,36,003,53.74,76.47
New York,NY,Broome,36,005,60.31,76.47
New York,NY,Cattaraugus,36,007,54.99,76.47
New York,NY,Cayuga,36,009,63.64,76.47
New York,NY,Chautauqua,36,011,54.97,76.47
New York,NY,Chemung,36,013,58.66,76.47
New York,NY,Chenango,36,015,60.31,76.47
New York,NY,Clinton,36,017,64.96,76.47
New York,NY,Columbia,36,019,63.74,76.47
New York,NY,Cortland,36,021,63.00,76.47
New York,NY,Delaware,36,023,65.47,76.47
New York,NY,Dutchess,36,025,57.99,76.47
New York,NY,Erie,36,027,62.49,76.47
New York,NY,Essex,36,029,78.54,76.47
New York,NY,Franklin,36,031,64.96,76.47
New York,NY,Fulton,36,033,69.99,76.47
New York,NY,Genesee,36,035,60.00,76.47
New York,NY,Greene,36,037,70.47,76.47
New York,NY,Hamilton,36,039,59.97,76.47
New York,NY,Herkimer,36,041,69.99,76.47
New York,NY,Jefferson,36,043,67.97,76.47
New York,NY,Kings,36,045,67.49,76.47
New York,NY,Lewis,36,047,69.99,76.47
New York,NY,Livingston,36,049,60.00,76.47
New York,NY,Madison,36,051,63.64,76.47
New York,NY,Monroe,36,053,53.75,76.47
New York,NY,Montgomery,36,055,69.99,76.47
New York,NY,Nassau,36,057,53.74,76.47
New York,NY,New York,36,059,69.99,76.47
New York,NY,Niagara,36,061,62.49,76.47
New York,NY,Oneida,36,063,70.30,76.47
New York,NY,Onondaga,36,065,57.48,76.47
New York,NY,Ontario,36,067,56.66,76.47
New York,NY,Orange,36,069,48.31,76.47
New York,NY,Orleans,36,071,74.99,76.47
New York,NY,Oswego,36,073,60.00,76.47
New York,NY,Otsego,36,075,69.99,76.47
New York,NY,Putnam,36,077,59.99,76.47
New York,NY,Queens,36,079,67.99,76.47
New York,NY,Rensselaer,36,081,66.64,76.47
New York,NY,Richmond,36,083,54.99,76.47
New York,NY,Rockland,36,085,46.66,76.47
New York,NY,Saratoga,36,087,66.64,76.47
New York,NY,Schenectady,36,091,66.66,76.47
New York,NY,Schoharie,36,093,70.46,76.47
New York,NY,Schuyler,36,095,58.66,76.47
New York,NY,Seneca,36,097,67.97,76.47
New York,NY,Saint Lawrence,36,099,65.21,76.47
New York,NY,Steuben,36,101,58.66,76.47
New York,NY,Suffolk,36,089,68.24,76.47
New York,NY,Sullivan,36,103,72.97,76.47
New York,NY,Tioga,36,105,58.66,76.47
New York,NY,Tompkins,36,107,59.00,76.47
New York,NY,Ulster,36,109,61.48,76.47
New York,NY,Warren,36,111,72.47,76.47
New York,NY,Washington,36,113,72.47,76.47
New York,NY,Wayne,36,115,67.97,76.47
New York,NY,Westchester,36,117,55.82,76.47
New York,NY,Wyoming,36,119,60.00,76.47
New York,NY,Yates,36,121,58.66,76.47
North Carolina,NC,Alamance,36,123,71.99,80.07
North Carolina,NC,Alexander,37,001,56.25,80.07
North Carolina,NC,Alleghany,37,003,56.66,80.07
North Carolina,NC,Anson,37,005,69.99,80.07
North Carolina,NC,Ashe,37,007,60.99,80.07
North Carolina,NC,Avery,37,009,61.66,80.07
North Carolina,NC,Beaufort,37,011,49.99,80.07
North Carolina,NC,Bertie,37,013,69.99,80.07
North Carolina,NC,Bladen,37,015,63.31,80.07
North Carolina,NC,Brunswick,37,017,57.98,80.07
North Carolina,NC,Buncombe,37,019,56.99,80.07
North Carolina,NC,Burke,37,021,58.99,80.07
North Carolina,NC,Cabarrus,37,023,68.40,80.07
North Carolina,NC,Caldwell,37,025,58.00,80.07
North Carolina,NC,Camden,37,027,69.99,80.07
North Carolina,NC,Carteret,37,029,69.99,80.07
North Carolina,NC,Caswell,37,031,69.99,80.07
North Carolina,NC,Catawba,37,033,63.33,80.07
North Carolina,NC,Chatham,37,035,69.39,80.07
North Carolina,NC,Cherokee,37,037,59.63,80.07
North Carolina,NC,Chowan,37,039,59.99,80.07
North Carolina,NC,Clay,37,041,42.95,80.07
North Carolina,NC,Cleveland,37,043,63.33,80.07
North Carolina,NC,Columbus,37,045,59.97,80.07
North Carolina,NC,Craven,37,047,52.49,80.07
North Carolina,NC,Cumberland,37,049,64.97,80.07
North Carolina,NC,Currituck,37,051,67.99,80.07
North Carolina,NC,Dare,37,053,69.99,80.07
North Carolina,NC,Davidson,37,055,61.31,80.07
North Carolina,NC,Davie,37,057,59.99,80.07
North Carolina,NC,Duplin,37,059,63.31,80.07
North Carolina,NC,Durham,37,061,60.00,80.07
North Carolina,NC,Edgecombe,37,063,52.49,80.07
North Carolina,NC,Forsyth,37,065,56.66,80.07
North Carolina,NC,Franklin,37,067,63.33,80.07
North Carolina,NC,Gaston,37,069,63.33,80.07
North Carolina,NC,Gates,37,071,69.99,80.07
North Carolina,NC,Graham,37,073,59.99,80.07
North Carolina,NC,Granville,37,075,63.33,80.07
North Carolina,NC,Greene,37,077,54.99,80.07
North Carolina,NC,Guilford,37,079,66.59,80.07
North Carolina,NC,Halifax,37,081,52.49,80.07
North Carolina,NC,Harnett,37,083,85.99,80.07
North Carolina,NC,Haywood,37,085,63.33,80.07
North Carolina,NC,Henderson,37,087,61.65,80.07
North Carolina,NC,Hertford,37,089,69.99,80.07
North Carolina,NC,Hoke,37,091,69.99,80.07
North Carolina,NC,Hyde,37,093,45.00,80.07
North Carolina,NC,Iredell,37,095,59.00,80.07
North Carolina,NC,Jackson,37,097,68.31,80.07
North Carolina,NC,Johnston,37,099,68.40,80.07
North Carolina,NC,Jones,37,101,52.49,80.07
North Carolina,NC,Lee,37,103,68.97,80.07
North Carolina,NC,Lenoir,37,105,54.99,80.07
North Carolina,NC,Lincoln,37,107,63.33,80.07
North Carolina,NC,Macon,37,109,74.95,80.07
North Carolina,NC,Madison,37,113,59.98,80.07
North Carolina,NC,Martin,37,115,34.99,80.07
North Carolina,NC,McDowell,37,117,66.24,80.07
North Carolina,NC,Mecklenburg,37,111,57.61,80.07
North Carolina,NC,Mitchell,37,119,65.00,80.07
North Carolina,NC,Montgomery,37,121,68.97,80.07
North Carolina,NC,Moore,37,123,68.97,80.07
North Carolina,NC,Nash,37,125,54.99,80.07
North Carolina,NC,New Hanover,37,127,63.33,80.07
North Carolina,NC,Northampton,37,129,69.99,80.07
North Carolina,NC,Onslow,37,131,69.99,80.07
North Carolina,NC,Orange,37,133,60.00,80.07
North Carolina,NC,Pamlico,37,135,52.49,80.07
North Carolina,NC,Pasquotank,37,137,69.99,80.07
North Carolina,NC,Pender,37,139,63.33,80.07
North Carolina,NC,Perquimans,37,141,69.99,80.07
North Carolina,NC,Person,37,143,69.99,80.07
North Carolina,NC,Pitt,37,145,52.49,80.07
North Carolina,NC,Polk,37,147,58.33,80.07
North Carolina,NC,Randolph,37,149,64.49,80.07
North Carolina,NC,Richmond,37,151,58.75,80.07
North Carolina,NC,Robeson,37,153,62.49,80.07
North Carolina,NC,Rockingham,37,155,63.33,80.07
North Carolina,NC,Rowan,37,157,68.39,80.07
North Carolina,NC,Rutherford,37,159,65.00,80.07
North Carolina,NC,Sampson,37,161,54.98,80.07
North Carolina,NC,Scotland,37,163,65.00,80.07
North Carolina,NC,Stanly,37,165,63.33,80.07
North Carolina,NC,Stokes,37,167,54.98,80.07
North Carolina,NC,Surry,37,169,57.47,80.07
North Carolina,NC,Swain,37,171,59.99,80.07
North Carolina,NC,Transylvania,37,173,57.47,80.07
North Carolina,NC,Tyrrell,37,175,59.99,80.07
North Carolina,NC,Union,37,177,63.98,80.07
North Carolina,NC,Vance,37,179,69.99,80.07
North Carolina,NC,Wake,37,181,71.83,80.07
North Carolina,NC,Warren,37,183,69.99,80.07
North Carolina,NC,Washington,37,185,45.00,80.07
North Carolina,NC,Watauga,37,187,58.00,80.07
North Carolina,NC,Wayne,37,189,56.25,80.07
North Carolina,NC,Wilkes,37,191,56.00,80.07
North Carolina,NC,Wilson,37,193,48.31,80.07
North Carolina,NC,Yadkin,37,195,59.99,80.07
North Carolina,NC,Yancey,37,197,65.00,80.07
North Dakota,ND,Adams,37,199,58.22,87.71
North Dakota,ND,Barnes,38,001,53.38,87.71
North Dakota,ND,Benson,38,003,61.95,87.71
North Dakota,ND,Billings,38,005,57.47,87.71
North Dakota,ND,Bottineau,38,007,50.45,87.71
North Dakota,ND,Bowman,38,009,40.97,87.71
North Dakota,ND,Burke,38,011,78.28,87.71
North Dakota,ND,Burleigh,38,013,64.95,87.71
North Dakota,ND,Cass,38,015,50.19,87.71
North Dakota,ND,Cavalier,38,017,57.28,87.71
North Dakota,ND,Dickey,38,019,74.99,87.71
North Dakota,ND,Divide,38,021,125.00,87.71
North Dakota,ND,Dunn,38,023,58.30,87.71
North Dakota,ND,Eddy,38,025,54.21,87.71
North Dakota,ND,Emmons,38,027,59.99,87.71
North Dakota,ND,Foster,38,029,54.21,87.71
North Dakota,ND,Golden Valley,38,031,66.71,87.71
North Dakota,ND,Grand Forks,38,033,48.99,87.71
North Dakota,ND,Grant,38,035,60.98,87.71
North Dakota,ND,Griggs,38,037,54.21,87.71
North Dakota,ND,Hettinger,38,039,49.98,87.71
North Dakota,ND,Kidder,38,041,64.95,87.71
North Dakota,ND,LaMoure,38,043,62.47,87.71
North Dakota,ND,Logan,38,045,62.47,87.71
North Dakota,ND,McHenry,38,047,52.75,87.71
North Dakota,ND,McIntosh,38,049,74.99,87.71
North Dakota,ND,McKenzie,38,051,88.64,87.71
North Dakota,ND,McLean,38,053,61.95,87.71
North Dakota,ND,Mercer,38,055,64.95,87.71
North Dakota,ND,Morton,38,057,64.95,87.71
North Dakota,ND,Mountrail,38,059,70.20,87.71
North Dakota,ND,Nelson,38,061,58.48,87.71
North Dakota,ND,Oliver,38,063,64.95,87.71
North Dakota,ND,Pembina,38,065,54.95,87.71
North Dakota,ND,Pierce,38,067,54.45,87.71
North Dakota,ND,Ramsey,38,069,55.95,87.71
North Dakota,ND,Ransom,38,071,63.31,87.71
North Dakota,ND,Renville,38,073,58.35,87.71
North Dakota,ND,Richland,38,075,53.37,87.71
North Dakota,ND,Rolette,38,077,54.45,87.71
North Dakota,ND,Sargent,38,079,66.30,87.71
North Dakota,ND,Sheridan,38,081,62.62,87.71
North Dakota,ND,Sioux,38,083,75.48,87.71
North Dakota,ND,Slope,38,085,31.99,87.71
North Dakota,ND,Stark,38,087,54.97,87.71
North Dakota,ND,Steele,38,089,52.48,87.71
North Dakota,ND,Stutsman,38,091,52.97,87.71
North Dakota,ND,Towner,38,093,57.28,87.71
North Dakota,ND,Traill,38,095,49.95,87.71
North Dakota,ND,Walsh,38,097,49.95,87.71
North Dakota,ND,Ward,38,099,58.35,87.71
North Dakota,ND,Wells,38,101,57.55,87.71
North Dakota,ND,Williams,38,103,89.97,87.71
Ohio,OH,Adams,38,105,56.66,75.95
Ohio,OH,Allen,39,001,64.97,75.95
Ohio,OH,Ashland,39,003,68.96,75.95
Ohio,OH,Ashtabula,39,005,60.97,75.95
Ohio,OH,Athens,39,007,62.18,75.95
Ohio,OH,Auglaize,39,009,69.99,75.95
Ohio,OH,Belmont,39,011,68.66,75.95
Ohio,OH,Brown,39,013,61.48,75.95
Ohio,OH,Butler,39,015,61.99,75.95
Ohio,OH,Carroll,39,017,63.31,75.95
Ohio,OH,Champaign,39,019,57.49,75.95
Ohio,OH,Clark,39,021,59.41,75.95
Ohio,OH,Clermont,39,023,53.98,75.95
Ohio,OH,Clinton,39,025,52.49,75.95
Ohio,OH,Columbiana,39,027,69.99,75.95
Ohio,OH,Coshocton,39,029,65.00,75.95
Ohio,OH,Crawford,39,031,65.00,75.95
Ohio,OH,Cuyahoga,39,033,60.23,75.95
Ohio,OH,Darke,39,035,60.65,75.95
Ohio,OH,Defiance,39,037,61.96,75.95
Ohio,OH,Delaware,39,039,62.49,75.95
Ohio,OH,Erie,39,041,107.18,75.95
Ohio,OH,Fairfield,39,043,63.33,75.95
Ohio,OH,Fayette,39,045,56.66,75.95
Ohio,OH,Franklin,39,047,63.85,75.95
Ohio,OH,Fulton,39,049,59.97,75.95
Ohio,OH,Gallia,39,051,62.18,75.95
Ohio,OH,Geauga,39,053,54.99,75.95
Ohio,OH,Greene,39,055,53.99,75.95
Ohio,OH,Guernsey,39,057,54.99,75.95
Ohio,OH,Hamilton,39,059,48.99,75.95
Ohio,OH,Hancock,39,061,63.12,75.95
Ohio,OH,Hardin,39,063,69.99,75.95
Ohio,OH,Harrison,39,065,69.99,75.95
Ohio,OH,Henry,39,067,54.96,75.95
Ohio,OH,Highland,39,069,65.31,75.95
Ohio,OH,Hocking,39,071,65.00,75.95
Ohio,OH,Holmes,39,073,68.96,75.95
Ohio,OH,Huron,39,075,71.96,75.95
Ohio,OH,Jackson,39,077,55.99,75.95
Ohio,OH,Jefferson,39,079,65.48,75.95
Ohio,OH,Knox,39,081,64.97,75.95
Ohio,OH,Lake,39,083,67.18,75.95
Ohio,OH,Lawrence,39,085,63.18,75.95
Ohio,OH,Licking,39,087,62.49,75.95
Ohio,OH,Logan,39,089,56.66,75.95
Ohio,OH,Lorain,39,091,62.82,75.95
Ohio,OH,Lucas,39,093,96.55,75.95
Ohio,OH,Madison,39,095,65.00,75.95
Ohio,OH,Mahoning,39,097,65.15,75.95
Ohio,OH,Marion,39,099,64.97,75.95
Ohio,OH,Medina,39,101,62.35,75.95
Ohio,OH,Meigs,39,103,54.99,75.95
Ohio,OH,Mercer,39,105,66.30,75.95
Ohio,OH,Miami,39,107,52.49,75.95
Ohio,OH,Monroe,39,109,60.00,75.95
Ohio,OH,Montgomery,39,111,53.99,75.95
Ohio,OH,Morgan,39,113,65.00,75.95
Ohio,OH,Morrow,39,115,68.96,75.95
Ohio,OH,Muskingum,39,117,65.00,75.95
Ohio,OH,Noble,39,119,52.49,75.95
Ohio,OH,Ottawa,39,121,96.98,75.95
Ohio,OH,Paulding,39,123,58.63,75.95
Ohio,OH,Perry,39,125,69.99,75.95
Ohio,OH,Pickaway,39,127,65.00,75.95
Ohio,OH,Pike,39,129,69.32,75.95
Ohio,OH,Portage,39,131,61.81,75.95
Ohio,OH,Preble,39,133,69.99,75.95
Ohio,OH,Putnam,39,135,59.57,75.95
Ohio,OH,Richland,39,137,67.17,75.95
Ohio,OH,Ross,39,139,63.18,75.95
Ohio,OH,Sandusky,39,141,109.98,75.95
Ohio,OH,Scioto,39,143,62.31,75.95
Ohio,OH,Seneca,39,145,64.80,75.95
Ohio,OH,Shelby,39,147,56.66,75.95
Ohio,OH,Stark,39,149,62.26,75.95
Ohio,OH,Summit,39,151,60.88,75.95
Ohio,OH,Trumbull,39,153,62.18,75.95
Ohio,OH,Tuscarawas,39,155,67.17,75.95
Ohio,OH,Union,39,157,57.48,75.95
Ohio,OH,Van Wert,39,159,58.96,75.95
Ohio,OH,Vinton,39,161,69.99,75.95
Ohio,OH,Warren,39,163,55.18,75.95
Ohio,OH,Washington,39,165,53.73,75.95
Ohio,OH,Wayne,39,167,65.72,75.95
Ohio,OH,Williams,39,169,56.63,75.95
Ohio,OH,Wood,39,171,84.27,75.95
Ohio,OH,Wyandot,39,173,113.98,75.95
Oklahoma,OK,Adair,39,175,57.65,75.93
Oklahoma,OK,Alfalfa,40,001,61.20,75.93
Oklahoma,OK,Atoka,40,003,42.50,75.93
Oklahoma,OK,Beaver,40,005,93.33,75.93
Oklahoma,OK,Beckham,40,007,66.67,75.93
Oklahoma,OK,Blaine,40,009,62.75,75.93
Oklahoma,OK,Bryan,40,011,41.25,75.93
Oklahoma,OK,Caddo,40,013,66.81,75.93
Oklahoma,OK,Canadian,40,015,61.99,75.93
Oklahoma,OK,Carter,40,017,56.39,75.93
Oklahoma,OK,Cherokee,40,019,51.20,75.93
Oklahoma,OK,Choctaw,40,021,,75.93
Oklahoma,OK,Cimarron,40,023,99.24,75.93
Oklahoma,OK,Cleveland,40,025,55.12,75.93
Oklahoma,OK,Coal,40,027,50.32,75.93
Oklahoma,OK,Comanche,40,029,58.36,75.93
Oklahoma,OK,Cotton,40,031,71.65,75.93
Oklahoma,OK,Craig,40,033,55.16,75.93
Oklahoma,OK,Creek,40,035,63.08,75.93
Oklahoma,OK,Custer,40,037,58.75,75.93
Oklahoma,OK,Delaware,40,039,61.87,75.93
Oklahoma,OK,Dewey,40,041,85.00,75.93
Oklahoma,OK,Ellis,40,043,75.50,75.93
Oklahoma,OK,Garfield,40,045,60.16,75.93
Oklahoma,OK,Garvin,40,047,62.39,75.93
Oklahoma,OK,Grady,40,049,61.56,75.93
Oklahoma,OK,Grant,40,051,68.33,75.93
Oklahoma,OK,Greer,40,053,57.50,75.93
Oklahoma,OK,Harmon,40,055,73.65,75.93
Oklahoma,OK,Harper,40,057,91.25,75.93
Oklahoma,OK,Haskell,40,059,42.50,75.93
Oklahoma,OK,Hughes,40,061,40.00,75.93
Oklahoma,OK,Jackson,40,063,55.19,75.93
Oklahoma,OK,Jefferson,40,065,60.00,75.93
Oklahoma,OK,Johnston,40,067,51.49,75.93
Oklahoma,OK,Kay,40,069,65.20,75.93
Oklahoma,OK,Kingfisher,40,071,70.00,75.93
Oklahoma,OK,Kiowa,40,073,59.99,75.93
Oklahoma,OK,Latimer,40,075,42.50,75.93
Oklahoma,OK,Le Flore,40,077,46.50,75.93
Oklahoma,OK,Lincoln,40,079,65.32,75.93
Oklahoma,OK,Logan,40,081,67.75,75.93
Oklahoma,OK,Love,40,083,60.33,75.93
Oklahoma,OK,Major,40,085,61.20,75.93
Oklahoma,OK,Marshall,40,093,41.25,75.93
Oklahoma,OK,Mayes,40,095,58.83,75.93
Oklahoma,OK,McClain,40,097,60.85,75.93
Oklahoma,OK,McCurtain,40,087,47.50,75.93
Oklahoma,OK,McIntosh,40,089,40.00,75.93
Oklahoma,OK,Murray,40,091,60.32,75.93
Oklahoma,OK,Muskogee,40,099,47.49,75.93
Oklahoma,OK,Noble,40,101,60.00,75.93
