region_id,metro_name,state_fips,state_abbr,1/31/2024,2/29/2024,3/31/2024,4/30/2024,5/31/2024,6/30/2024,7/31/2024,8/31/2024,9/30/2024,10/31/2024,11/30/2024,12/31/2024,1/31/2025,2/28/2025,3/31/2025,4/30/2025,5/31/2025,6/30/2025,7/31/2025,8/31/2025,9/30/2025,10/31/2025,11/30/2025,12/31/2025,1/31/2026,2/28/2026,3/31/2026
395114,Springfield,17,IL,1045.21,1036.82,1047.33,1065.41,1074.29,1076.75,1077.07,1083.55,1092.88,1094.39,1093.88,1092.07,1081.51,1100.96,1108.84,1124.51,1120.36,1132.10,1145.69,1156.11,1154.20,1153.55,1145.55,1142.23,1137.63,1155.83,1176.81
394691,Houma,22,LA,1269.80,1267.12,1274.13,1281.02,1277.63,1267.39,1252.50,1265.01,1280.50,1284.30,1279.51,1279.23,1289.02,1297.44,1288.99,1290.17,1283.27,1298.32,1315.98,1327.77,1337.13,1335.13,1336.59,1328.51,1327.61,1341.20,1345.62
394872,Monroe,22,LA,826.29,831.39,839.18,853.67,862.36,879.75,881.06,887.86,883.73,880.51,873.34,881.32,878.74,878.31,880.12,902.99,918.59,915.16,,,,,1121.58,1109.75,1095.20,1116.22,1136.11
394565,Elkhart,18,IN,990.35,995.17,1017.91,1030.54,1033.45,1032.33,1030.45,1036.14,1034.12,1042.42,1050.75,1041.82,1050.28,1036.92,1049.51,1053.23,1063.96,1068.44,1074.28,1089.22,1086.99,1080.72,1096.45,1091.90,1098.56,1090.31,1112.25
394726,Johnson City,47,TN,1270.20,1274.21,1279.16,1297.22,1312.30,1323.67,1321.36,1321.18,1318.47,1315.45,1328.79,1337.16,1355.35,1351.55,1359.07,1368.68,1385.90,1393.37,1386.71,1387.91,1404.45,1410.26,1393.06,1397.76,1408.96,1419.26,1399.47
395247,Yuma,04,AZ,1299.53,1298.45,1303.65,1309.51,1318.30,1329.94,1334.65,1343.91,1335.42,1335.17,1327.96,1332.29,1344.25,1355.53,1355.64,1354.53,1361.16,1365.37,1360.36,1355.34,1351.41,1357.20,1355.12,1358.36,1359.62,1366.44,1376.16
394623,Gainesville,13,GA,1666.38,1678.71,1677.62,1679.43,1681.69,1699.61,1713.17,1714.66,1702.76,1695.27,1688.32,1676.66,1676.54,1679.74,1703.53,1712.06,1720.30,1716.56,1713.43,1706.09,1696.15,1697.02,1697.33,1699.32,1689.49,1687.62,1703.03
394716,Jacksonville,37,NC,1365.25,1372.21,1374.85,1380.03,1385.69,1391.43,1392.86,1396.45,1393.34,1393.42,1395.34,1403.79,1412.13,1415.85,1427.21,1434.28,1444.78,1445.34,1444.63,1443.40,1444.39,1448.65,1451.07,1455.52,1466.37,1468.35,1481.25
394597,Florence,45,SC,1212.72,1208.07,1218.78,1228.26,1251.04,1269.86,1291.29,1279.91,1283.86,1267.61,1269.35,1260.88,1262.03,1283.22,1295.72,1309.24,1313.39,1312.10,1313.03,1343.12,1345.75,1327.30,1283.95,1304.05,1330.87,1351.76,1336.14
394680,Hilo,15,HI,2387.46,2401.25,2469.26,2481.28,2460.77,2455.82,2451.05,2459.96,2446.58,2453.36,2487.52,2512.74,2533.39,2545.25,2555.98,2552.74,2534.97,2527.43,2516.60,2539.00,2521.28,2517.63,2510.40,2563.72,2620.02,2641.40,2622.66
395118,Saint Cloud,27,MN,1113.69,1124.66,1128.47,1136.10,1138.92,1148.96,1162.43,1157.55,1155.02,1147.78,1151.03,1168.63,1181.86,1194.24,1203.64,1206.55,1204.80,1185.47,1183.22,1177.04,1188.26,1177.25,1185.48,1190.23,1207.75,1214.48,1222.97
395011,Racine,55,WI,1255.13,1284.77,1272.00,1276.07,1269.80,1280.26,1288.61,1310.08,1323.14,1308.67,1307.63,1301.63,1322.27,1318.71,1331.38,1341.56,1352.04,1391.75,1384.48,1389.79,1364.03,1384.73,1387.29,1370.94,1364.88,1376.29,1394.42
394380,Bend,41,OR,2060.43,2065.42,2084.21,2097.61,2114.49,2116.56,2130.41,2135.76,2129.39,2117.60,2096.09,2074.81,2070.05,2077.58,2095.39,2118.13,2129.11,2149.96,2153.61,2168.44,2162.23,2163.57,2152.04,2152.96,2140.73,2147.55,2154.10
395047,Saginaw,26,MI,912.00,918.02,912.88,926.29,921.09,916.87,917.18,921.11,942.50,954.02,962.91,959.36,953.86,956.18,961.04,961.64,969.90,965.26,977.52,975.71,986.55,986.12,988.38,986.94,989.49,992.97,1004.72
395202,Warner Robins,13,GA,1455.08,1456.72,1478.39,1482.43,1495.68,1490.43,1495.07,1503.35,1515.83,1519.97,1516.89,1516.34,1534.96,1532.99,1536.19,1525.46,1537.70,1549.34,1554.47,1553.34,1557.37,1569.02,1585.29,1597.13,1592.41,1574.52,1563.10
395151,Terre Haute,18,IN,848.35,850.87,862.40,865.96,872.62,876.19,885.75,889.59,889.74,886.43,883.64,876.85,893.30,900.43,913.57,906.90,903.44,915.42,919.45,944.15,946.05,948.12,940.52,940.83,943.57,943.20,938.70
395162,Torrington,09,CT,1581.96,1613.27,1663.08,1682.38,1723.90,1709.07,1708.68,1681.35,1694.85,1646.59,1665.45,1683.34,1757.95,1751.89,1760.34,1780.28,1808.84,1816.47,1804.41,1791.60,1765.34,1741.14,1756.64,1798.42,1826.23,1835.85,1827.26
395009,Punta Gorda,12,FL,1951.39,1956.51,1972.89,1959.59,1942.27,1918.19,1900.90,1914.48,1917.12,1930.17,1930.60,1926.87,1927.55,1902.16,1904.28,1889.21,1910.91,1894.32,1893.99,1891.23,1904.87,1899.43,1890.78,1873.09,1879.73,1868.85,1860.99
394386,Billings,30,MT,1310.41,1311.66,1312.08,1322.13,1329.33,1346.83,1347.95,1360.73,1352.38,1355.48,1345.61,1341.86,1340.93,1340.44,1354.66,1364.40,1382.63,1393.75,1400.48,1409.05,1408.47,1409.08,1399.08,1393.89,1396.96,1402.44,1409.17
395018,Redding,06,CA,1405.68,1410.03,1426.28,1442.58,1453.98,1467.95,1468.24,1468.85,1458.25,1455.73,1455.04,1468.26,1487.72,1502.73,1518.57,1521.33,1549.40,1547.87,1546.88,1541.26,1544.50,1546.18,1550.22,1560.73,1581.41,1587.09,1591.80
394748,Kingston,36,NY,1995.38,2025.29,2037.28,2036.68,2053.83,2062.59,2086.18,2099.19,2094.12,2079.59,2050.47,2047.78,2050.09,2071.82,2077.53,2093.80,2090.59,2098.79,2118.56,2125.58,2139.38,2123.84,2131.84,2132.35,2096.03,2136.93,2148.73
